,rep,run,shelf,plate,line,trt,end,status,number
197,1,1,2,56,146-1,0,294.9833333,1,1
198,1,1,2,56,146-1,0,Inf,0,6
198.1,1,1,2,56,146-1,0,Inf,0,6
198.2,1,1,2,56,146-1,0,Inf,0,6
198.3,1,1,2,56,146-1,0,Inf,0,6
198.4,1,1,2,56,146-1,0,Inf,0,6
198.5,1,1,2,56,146-1,0,Inf,0,6
199,1,1,2,57,118-2,20,437.6333333,1,1
200,1,1,2,57,118-2,20,Inf,0,9
200.1,1,1,2,57,118-2,20,Inf,0,9
200.2,1,1,2,57,118-2,20,Inf,0,9
200.3,1,1,2,57,118-2,20,Inf,0,9
200.4,1,1,2,57,118-2,20,Inf,0,9
200.5,1,1,2,57,118-2,20,Inf,0,9
200.6,1,1,2,57,118-2,20,Inf,0,9
200.7,1,1,2,57,118-2,20,Inf,0,9
200.8,1,1,2,57,118-2,20,Inf,0,9
201,1,1,2,58,164-2,20,245.9666667,1,1
202,1,1,2,58,164-2,20,Inf,0,9
202.1,1,1,2,58,164-2,20,Inf,0,9
202.2,1,1,2,58,164-2,20,Inf,0,9
202.3,1,1,2,58,164-2,20,Inf,0,9
202.4,1,1,2,58,164-2,20,Inf,0,9
202.5,1,1,2,58,164-2,20,Inf,0,9
202.6,1,1,2,58,164-2,20,Inf,0,9
202.7,1,1,2,58,164-2,20,Inf,0,9
202.8,1,1,2,58,164-2,20,Inf,0,9
203,1,1,2,59,93-1,0,101.95,1,1
204,1,1,2,59,93-1,0,150.4,1,5
204.1,1,1,2,59,93-1,0,150.4,1,5
204.2,1,1,2,59,93-1,0,150.4,1,5
204.3,1,1,2,59,93-1,0,150.4,1,5
204.4,1,1,2,59,93-1,0,150.4,1,5
205,1,1,2,59,93-1,0,245.9666667,1,1
206,1,1,2,59,93-1,0,294.9833333,1,1
207,1,1,2,59,93-1,0,Inf,0,2
207.1,1,1,2,59,93-1,0,Inf,0,2
208,1,1,2,61,156-2,20,Inf,0,10
208.1,1,1,2,61,156-2,20,Inf,0,10
208.2,1,1,2,61,156-2,20,Inf,0,10
208.3,1,1,2,61,156-2,20,Inf,0,10
208.4,1,1,2,61,156-2,20,Inf,0,10
208.5,1,1,2,61,156-2,20,Inf,0,10
208.6,1,1,2,61,156-2,20,Inf,0,10
208.7,1,1,2,61,156-2,20,Inf,0,10
208.8,1,1,2,61,156-2,20,Inf,0,10
208.9,1,1,2,61,156-2,20,Inf,0,10
209,1,1,2,62,98-1,15,101.95,1,9
209.1,1,1,2,62,98-1,15,101.95,1,9
209.2,1,1,2,62,98-1,15,101.95,1,9
209.3,1,1,2,62,98-1,15,101.95,1,9
209.4,1,1,2,62,98-1,15,101.95,1,9
209.5,1,1,2,62,98-1,15,101.95,1,9
209.6,1,1,2,62,98-1,15,101.95,1,9
209.7,1,1,2,62,98-1,15,101.95,1,9
209.8,1,1,2,62,98-1,15,101.95,1,9
210,1,1,2,62,98-1,15,150.4,1,1
211,1,1,2,63,Johnny's,15,245.9666667,1,4
211.1,1,1,2,63,Johnny's,15,245.9666667,1,4
211.2,1,1,2,63,Johnny's,15,245.9666667,1,4
211.3,1,1,2,63,Johnny's,15,245.9666667,1,4
212,1,1,2,63,Johnny's,15,294.9833333,1,1
213,1,1,2,63,Johnny's,15,342.1333333,1,1
214,1,1,2,63,Johnny's,15,437.6333333,1,1
215,1,1,2,63,Johnny's,15,Inf,0,3
215.1,1,1,2,63,Johnny's,15,Inf,0,3
215.2,1,1,2,63,Johnny's,15,Inf,0,3
216,1,1,2,64,128-2,20,Inf,0,10
216.1,1,1,2,64,128-2,20,Inf,0,10
216.2,1,1,2,64,128-2,20,Inf,0,10
216.3,1,1,2,64,128-2,20,Inf,0,10
216.4,1,1,2,64,128-2,20,Inf,0,10
216.5,1,1,2,64,128-2,20,Inf,0,10
216.6,1,1,2,64,128-2,20,Inf,0,10
216.7,1,1,2,64,128-2,20,Inf,0,10
216.8,1,1,2,64,128-2,20,Inf,0,10
216.9,1,1,2,64,128-2,20,Inf,0,10
217,1,1,2,65,137-2,20,198.1666667,1,4
217.1,1,1,2,65,137-2,20,198.1666667,1,4
217.2,1,1,2,65,137-2,20,198.1666667,1,4
217.3,1,1,2,65,137-2,20,198.1666667,1,4
218,1,1,2,65,137-2,20,245.9666667,1,1
219,1,1,2,65,137-2,20,294.9833333,1,2
219.1,1,1,2,65,137-2,20,294.9833333,1,2
220,1,1,2,65,137-2,20,Inf,0,3
220.1,1,1,2,65,137-2,20,Inf,0,3
220.2,1,1,2,65,137-2,20,Inf,0,3
221,1,1,2,66,84-1,15,101.95,1,1
222,1,1,2,66,84-1,15,150.4,1,8
222.1,1,1,2,66,84-1,15,150.4,1,8
222.2,1,1,2,66,84-1,15,150.4,1,8
222.3,1,1,2,66,84-1,15,150.4,1,8
222.4,1,1,2,66,84-1,15,150.4,1,8
222.5,1,1,2,66,84-1,15,150.4,1,8
222.6,1,1,2,66,84-1,15,150.4,1,8
222.7,1,1,2,66,84-1,15,150.4,1,8
223,1,1,2,66,84-1,15,198.1666667,1,1
224,1,1,2,67,100-1,15,198.1666667,1,1
225,1,1,2,67,100-1,15,294.9833333,1,2
225.1,1,1,2,67,100-1,15,294.9833333,1,2
226,1,1,2,67,100-1,15,437.6333333,1,1
227,1,1,2,67,100-1,15,Inf,0,6
227.1,1,1,2,67,100-1,15,Inf,0,6
227.2,1,1,2,67,100-1,15,Inf,0,6
227.3,1,1,2,67,100-1,15,Inf,0,6
227.4,1,1,2,67,100-1,15,Inf,0,6
227.5,1,1,2,67,100-1,15,Inf,0,6
228,1,1,2,68,184-1,15,150.4,1,7
228.1,1,1,2,68,184-1,15,150.4,1,7
228.2,1,1,2,68,184-1,15,150.4,1,7
228.3,1,1,2,68,184-1,15,150.4,1,7
228.4,1,1,2,68,184-1,15,150.4,1,7
228.5,1,1,2,68,184-1,15,150.4,1,7
228.6,1,1,2,68,184-1,15,150.4,1,7
229,1,1,2,68,184-1,15,198.1666667,1,2
229.1,1,1,2,68,184-1,15,198.1666667,1,2
230,1,1,2,68,184-1,15,Inf,0,1
231,1,1,2,69,Johnny's,20,245.9666667,1,1
232,1,1,2,69,Johnny's,20,294.9833333,1,1
233,1,1,2,69,Johnny's,20,342.1333333,1,2
233.1,1,1,2,69,Johnny's,20,342.1333333,1,2
234,1,1,2,69,Johnny's,20,389.8833333,1,1
235,1,1,2,69,Johnny's,20,Inf,0,5
235.1,1,1,2,69,Johnny's,20,Inf,0,5
235.2,1,1,2,69,Johnny's,20,Inf,0,5
235.3,1,1,2,69,Johnny's,20,Inf,0,5
235.4,1,1,2,69,Johnny's,20,Inf,0,5
236,1,1,2,70,177-2,0,150.4,1,2
236.1,1,1,2,70,177-2,0,150.4,1,2
237,1,1,2,70,177-2,0,198.1666667,1,2
237.1,1,1,2,70,177-2,0,198.1666667,1,2
238,1,1,2,70,177-2,0,Inf,0,6
238.1,1,1,2,70,177-2,0,Inf,0,6
238.2,1,1,2,70,177-2,0,Inf,0,6
238.3,1,1,2,70,177-2,0,Inf,0,6
238.4,1,1,2,70,177-2,0,Inf,0,6
238.5,1,1,2,70,177-2,0,Inf,0,6
239,1,1,2,71,126-2,20,Inf,0,10
239.1,1,1,2,71,126-2,20,Inf,0,10
239.2,1,1,2,71,126-2,20,Inf,0,10
239.3,1,1,2,71,126-2,20,Inf,0,10
239.4,1,1,2,71,126-2,20,Inf,0,10
239.5,1,1,2,71,126-2,20,Inf,0,10
239.6,1,1,2,71,126-2,20,Inf,0,10
239.7,1,1,2,71,126-2,20,Inf,0,10
239.8,1,1,2,71,126-2,20,Inf,0,10
239.9,1,1,2,71,126-2,20,Inf,0,10
240,1,1,2,72,184-1,20,198.1666667,1,4
240.1,1,1,2,72,184-1,20,198.1666667,1,4
240.2,1,1,2,72,184-1,20,198.1666667,1,4
240.3,1,1,2,72,184-1,20,198.1666667,1,4
241,1,1,2,72,184-1,20,245.9666667,1,3
241.1,1,1,2,72,184-1,20,245.9666667,1,3
241.2,1,1,2,72,184-1,20,245.9666667,1,3
242,1,1,2,72,184-1,20,342.1333333,1,2
242.1,1,1,2,72,184-1,20,342.1333333,1,2
243,1,1,2,72,184-1,20,Inf,0,1
244,1,1,3,73,219-1,10,Inf,0,10
244.1,1,1,3,73,219-1,10,Inf,0,10
244.2,1,1,3,73,219-1,10,Inf,0,10
244.3,1,1,3,73,219-1,10,Inf,0,10
244.4,1,1,3,73,219-1,10,Inf,0,10
244.5,1,1,3,73,219-1,10,Inf,0,10
244.6,1,1,3,73,219-1,10,Inf,0,10
244.7,1,1,3,73,219-1,10,Inf,0,10
244.8,1,1,3,73,219-1,10,Inf,0,10
244.9,1,1,3,73,219-1,10,Inf,0,10
245,1,1,3,74,132-2,20,198.2166667,1,3
245.1,1,1,3,74,132-2,20,198.2166667,1,3
245.2,1,1,3,74,132-2,20,198.2166667,1,3
246,1,1,3,74,132-2,20,246.05,1,2
246.1,1,1,3,74,132-2,20,246.05,1,2
247,1,1,3,74,132-2,20,295.05,1,2
247.1,1,1,3,74,132-2,20,295.05,1,2
248,1,1,3,74,132-2,20,Inf,0,3
248.1,1,1,3,74,132-2,20,Inf,0,3
248.2,1,1,3,74,132-2,20,Inf,0,3
249,1,1,3,75,181-1,10,101.9833333,1,2
249.1,1,1,3,75,181-1,10,101.9833333,1,2
250,1,1,3,75,181-1,10,150.4333333,1,4
250.1,1,1,3,75,181-1,10,150.4333333,1,4
250.2,1,1,3,75,181-1,10,150.4333333,1,4
250.3,1,1,3,75,181-1,10,150.4333333,1,4
251,1,1,3,75,181-1,10,246.05,1,1
252,1,1,3,75,181-1,10,295.05,1,1
253,1,1,3,75,181-1,10,Inf,0,2
253.1,1,1,3,75,181-1,10,Inf,0,2
254,1,1,3,76,122-2,15,295.05,1,2
254.1,1,1,3,76,122-2,15,295.05,1,2
255,1,1,3,76,122-2,15,437.9,1,1
256,1,1,3,76,122-2,15,Inf,0,7
256.1,1,1,3,76,122-2,15,Inf,0,7
256.2,1,1,3,76,122-2,15,Inf,0,7
256.3,1,1,3,76,122-2,15,Inf,0,7
256.4,1,1,3,76,122-2,15,Inf,0,7
256.5,1,1,3,76,122-2,15,Inf,0,7
256.6,1,1,3,76,122-2,15,Inf,0,7
257,1,1,3,77,126-2,10,295.05,1,1
258,1,1,3,77,126-2,10,390.0333333,1,2
258.1,1,1,3,77,126-2,10,390.0333333,1,2
259,1,1,3,77,126-2,10,Inf,0,7
259.1,1,1,3,77,126-2,10,Inf,0,7
259.2,1,1,3,77,126-2,10,Inf,0,7
259.3,1,1,3,77,126-2,10,Inf,0,7
259.4,1,1,3,77,126-2,10,Inf,0,7
259.5,1,1,3,77,126-2,10,Inf,0,7
259.6,1,1,3,77,126-2,10,Inf,0,7
260,1,1,3,78,215-1,15,150.4333333,1,1
261,1,1,3,78,215-1,15,198.2166667,1,2
261.1,1,1,3,78,215-1,15,198.2166667,1,2
262,1,1,3,78,215-1,15,Inf,0,7
262.1,1,1,3,78,215-1,15,Inf,0,7
262.2,1,1,3,78,215-1,15,Inf,0,7
262.3,1,1,3,78,215-1,15,Inf,0,7
262.4,1,1,3,78,215-1,15,Inf,0,7
262.5,1,1,3,78,215-1,15,Inf,0,7
262.6,1,1,3,78,215-1,15,Inf,0,7
263,1,1,3,79,126-2,15,437.9,1,2
263.1,1,1,3,79,126-2,15,437.9,1,2
264,1,1,3,79,126-2,15,Inf,0,8
264.1,1,1,3,79,126-2,15,Inf,0,8
264.2,1,1,3,79,126-2,15,Inf,0,8
264.3,1,1,3,79,126-2,15,Inf,0,8
264.4,1,1,3,79,126-2,15,Inf,0,8
264.5,1,1,3,79,126-2,15,Inf,0,8
264.6,1,1,3,79,126-2,15,Inf,0,8
264.7,1,1,3,79,126-2,15,Inf,0,8
265,1,1,3,80,104-2,10,246.05,1,2
265.1,1,1,3,80,104-2,10,246.05,1,2
266,1,1,3,80,104-2,10,295.05,1,1
267,1,1,3,80,104-2,10,342.1833333,1,3
267.1,1,1,3,80,104-2,10,342.1833333,1,3
267.2,1,1,3,80,104-2,10,342.1833333,1,3
268,1,1,3,80,104-2,10,437.9,1,1
269,1,1,3,80,104-2,10,Inf,0,3
269.1,1,1,3,80,104-2,10,Inf,0,3
269.2,1,1,3,80,104-2,10,Inf,0,3
270,1,1,3,81,131-1,15,150.4333333,1,2
270.1,1,1,3,81,131-1,15,150.4333333,1,2
271,1,1,3,81,131-1,15,198.2166667,1,2
271.1,1,1,3,81,131-1,15,198.2166667,1,2
272,1,1,3,81,131-1,15,246.05,1,1
273,1,1,3,81,131-1,15,Inf,0,5
273.1,1,1,3,81,131-1,15,Inf,0,5
273.2,1,1,3,81,131-1,15,Inf,0,5
273.3,1,1,3,81,131-1,15,Inf,0,5
273.4,1,1,3,81,131-1,15,Inf,0,5
274,1,1,3,82,135-1,15,101.9833333,1,2
274.1,1,1,3,82,135-1,15,101.9833333,1,2
275,1,1,3,82,135-1,15,150.4333333,1,4
275.1,1,1,3,82,135-1,15,150.4333333,1,4
275.2,1,1,3,82,135-1,15,150.4333333,1,4
275.3,1,1,3,82,135-1,15,150.4333333,1,4
276,1,1,3,82,135-1,15,Inf,0,4
276.1,1,1,3,82,135-1,15,Inf,0,4
276.2,1,1,3,82,135-1,15,Inf,0,4
276.3,1,1,3,82,135-1,15,Inf,0,4
277,1,1,3,83,139-1,0,150.4333333,1,3
277.1,1,1,3,83,139-1,0,150.4333333,1,3
277.2,1,1,3,83,139-1,0,150.4333333,1,3
278,1,1,3,83,139-1,0,198.2166667,1,3
278.1,1,1,3,83,139-1,0,198.2166667,1,3
278.2,1,1,3,83,139-1,0,198.2166667,1,3
279,1,1,3,83,139-1,0,246.05,1,1
280,1,1,3,83,139-1,0,Inf,0,3
280.1,1,1,3,83,139-1,0,Inf,0,3
280.2,1,1,3,83,139-1,0,Inf,0,3
281,1,1,3,84,151-2,20,198.2166667,1,3
281.1,1,1,3,84,151-2,20,198.2166667,1,3
281.2,1,1,3,84,151-2,20,198.2166667,1,3
282,1,1,3,84,151-2,20,246.05,1,2
282.1,1,1,3,84,151-2,20,246.05,1,2
283,1,1,3,84,151-2,20,390.0333333,1,1
284,1,1,3,84,151-2,20,Inf,0,4
284.1,1,1,3,84,151-2,20,Inf,0,4
284.2,1,1,3,84,151-2,20,Inf,0,4
284.3,1,1,3,84,151-2,20,Inf,0,4
285,1,1,3,85,179-1,15,150.4333333,1,2
285.1,1,1,3,85,179-1,15,150.4333333,1,2
286,1,1,3,85,179-1,15,198.2166667,1,1
287,1,1,3,85,179-1,15,246.05,1,2
287.1,1,1,3,85,179-1,15,246.05,1,2
288,1,1,3,85,179-1,15,295.05,1,3
288.1,1,1,3,85,179-1,15,295.05,1,3
288.2,1,1,3,85,179-1,15,295.05,1,3
289,1,1,3,85,179-1,15,342.1833333,1,1
290,1,1,3,85,179-1,15,Inf,0,1
291,1,1,3,86,149-1,10,101.9833333,1,4
291.1,1,1,3,86,149-1,10,101.9833333,1,4
291.2,1,1,3,86,149-1,10,101.9833333,1,4
291.3,1,1,3,86,149-1,10,101.9833333,1,4
292,1,1,3,86,149-1,10,150.4333333,1,3
292.1,1,1,3,86,149-1,10,150.4333333,1,3
292.2,1,1,3,86,149-1,10,150.4333333,1,3
293,1,1,3,86,149-1,10,198.2166667,1,1
294,1,1,3,86,149-1,10,295.05,1,1
295,1,1,3,86,149-1,10,Inf,0,1
296,1,1,3,87,219-1,0,342.1833333,1,1
297,1,1,3,87,219-1,0,390.0333333,1,1
298,1,1,3,87,219-1,0,437.9,1,2
298.1,1,1,3,87,219-1,0,437.9,1,2
299,1,1,3,87,219-1,0,Inf,0,6
299.1,1,1,3,87,219-1,0,Inf,0,6
299.2,1,1,3,87,219-1,0,Inf,0,6
299.3,1,1,3,87,219-1,0,Inf,0,6
299.4,1,1,3,87,219-1,0,Inf,0,6
299.5,1,1,3,87,219-1,0,Inf,0,6
300,1,1,3,89,139-1,10,150.4333333,1,3
300.1,1,1,3,89,139-1,10,150.4333333,1,3
300.2,1,1,3,89,139-1,10,150.4333333,1,3
301,1,1,3,89,139-1,10,246.05,1,1
302,1,1,3,89,139-1,10,Inf,0,6
302.1,1,1,3,89,139-1,10,Inf,0,6
302.2,1,1,3,89,139-1,10,Inf,0,6
302.3,1,1,3,89,139-1,10,Inf,0,6
302.4,1,1,3,89,139-1,10,Inf,0,6
302.5,1,1,3,89,139-1,10,Inf,0,6
303,1,1,3,90,100-1,15,246.05,1,2
303.1,1,1,3,90,100-1,15,246.05,1,2
304,1,1,3,90,100-1,15,295.05,1,1
305,1,1,3,90,100-1,15,342.1833333,1,1
306,1,1,3,90,100-1,15,390.0333333,1,2
306.1,1,1,3,90,100-1,15,390.0333333,1,2
307,1,1,3,90,100-1,15,437.9,1,1
308,1,1,3,90,100-1,15,Inf,0,3
308.1,1,1,3,90,100-1,15,Inf,0,3
308.2,1,1,3,90,100-1,15,Inf,0,3
309,1,1,3,91,100-1,0,246.05,1,5
309.1,1,1,3,91,100-1,0,246.05,1,5
309.2,1,1,3,91,100-1,0,246.05,1,5
309.3,1,1,3,91,100-1,0,246.05,1,5
309.4,1,1,3,91,100-1,0,246.05,1,5
310,1,1,3,91,100-1,0,295.05,1,1
311,1,1,3,91,100-1,0,342.1833333,1,3
311.1,1,1,3,91,100-1,0,342.1833333,1,3
311.2,1,1,3,91,100-1,0,342.1833333,1,3
312,1,1,3,91,100-1,0,390.0333333,1,1
313,1,1,3,92,189-1,10,150.4333333,1,4
313.1,1,1,3,92,189-1,10,150.4333333,1,4
313.2,1,1,3,92,189-1,10,150.4333333,1,4
313.3,1,1,3,92,189-1,10,150.4333333,1,4
314,1,1,3,92,189-1,10,198.2166667,1,1
315,1,1,3,92,189-1,10,342.1833333,1,1
316,1,1,3,92,189-1,10,Inf,0,4
316.1,1,1,3,92,189-1,10,Inf,0,4
316.2,1,1,3,92,189-1,10,Inf,0,4
316.3,1,1,3,92,189-1,10,Inf,0,4
317,1,1,3,93,129-1,20,Inf,0,10
317.1,1,1,3,93,129-1,20,Inf,0,10
317.2,1,1,3,93,129-1,20,Inf,0,10
317.3,1,1,3,93,129-1,20,Inf,0,10
317.4,1,1,3,93,129-1,20,Inf,0,10
317.5,1,1,3,93,129-1,20,Inf,0,10
317.6,1,1,3,93,129-1,20,Inf,0,10
317.7,1,1,3,93,129-1,20,Inf,0,10
317.8,1,1,3,93,129-1,20,Inf,0,10
317.9,1,1,3,93,129-1,20,Inf,0,10
318,1,1,3,94,144-1,20,150.4333333,1,1
319,1,1,3,94,144-1,20,198.2166667,1,1
320,1,1,3,94,144-1,20,246.05,1,2
320.1,1,1,3,94,144-1,20,246.05,1,2
321,1,1,3,94,144-1,20,295.05,1,2
321.1,1,1,3,94,144-1,20,295.05,1,2
322,1,1,3,94,144-1,20,342.1833333,1,1
323,1,1,3,94,144-1,20,Inf,0,3
323.1,1,1,3,94,144-1,20,Inf,0,3
323.2,1,1,3,94,144-1,20,Inf,0,3
324,1,1,3,95,181-1,20,150.4333333,1,1
325,1,1,3,95,181-1,20,295.05,1,5
325.1,1,1,3,95,181-1,20,295.05,1,5
325.2,1,1,3,95,181-1,20,295.05,1,5
325.3,1,1,3,95,181-1,20,295.05,1,5
325.4,1,1,3,95,181-1,20,295.05,1,5
326,1,1,3,95,181-1,20,342.1833333,1,2
326.1,1,1,3,95,181-1,20,342.1833333,1,2
327,1,1,3,95,181-1,20,390.0333333,1,1
328,1,1,3,95,181-1,20,437.9,1,1
329,1,1,3,96,215-1,0,101.9833333,1,2
329.1,1,1,3,96,215-1,0,101.9833333,1,2
330,1,1,3,96,215-1,0,150.4333333,1,2
330.1,1,1,3,96,215-1,0,150.4333333,1,2
331,1,1,3,96,215-1,0,246.05,1,2
331.1,1,1,3,96,215-1,0,246.05,1,2
332,1,1,3,96,215-1,0,Inf,0,4
332.1,1,1,3,96,215-1,0,Inf,0,4
332.2,1,1,3,96,215-1,0,Inf,0,4
332.3,1,1,3,96,215-1,0,Inf,0,4
333,1,1,3,97,81-2,15,101.9833333,1,6
333.1,1,1,3,97,81-2,15,101.9833333,1,6
333.2,1,1,3,97,81-2,15,101.9833333,1,6
333.3,1,1,3,97,81-2,15,101.9833333,1,6
333.4,1,1,3,97,81-2,15,101.9833333,1,6
333.5,1,1,3,97,81-2,15,101.9833333,1,6
334,1,1,3,97,81-2,15,150.4333333,1,1
335,1,1,3,97,81-2,15,198.2166667,1,1
336,1,1,3,97,81-2,15,Inf,0,2
336.1,1,1,3,97,81-2,15,Inf,0,2
337,1,1,3,98,216-1,20,198.2166667,1,4
337.1,1,1,3,98,216-1,20,198.2166667,1,4
337.2,1,1,3,98,216-1,20,198.2166667,1,4
337.3,1,1,3,98,216-1,20,198.2166667,1,4
338,1,1,3,98,216-1,20,246.05,1,1
339,1,1,3,98,216-1,20,295.05,1,1
340,1,1,3,98,216-1,20,Inf,0,4
340.1,1,1,3,98,216-1,20,Inf,0,4
340.2,1,1,3,98,216-1,20,Inf,0,4
340.3,1,1,3,98,216-1,20,Inf,0,4
341,1,1,3,99,132-1,0,150.4333333,1,1
342,1,1,3,99,132-1,0,Inf,0,9
342.1,1,1,3,99,132-1,0,Inf,0,9
342.2,1,1,3,99,132-1,0,Inf,0,9
342.3,1,1,3,99,132-1,0,Inf,0,9
342.4,1,1,3,99,132-1,0,Inf,0,9
342.5,1,1,3,99,132-1,0,Inf,0,9
342.6,1,1,3,99,132-1,0,Inf,0,9
342.7,1,1,3,99,132-1,0,Inf,0,9
342.8,1,1,3,99,132-1,0,Inf,0,9
343,1,1,3,100,92-1,20,150.4333333,1,6
343.1,1,1,3,100,92-1,20,150.4333333,1,6
343.2,1,1,3,100,92-1,20,150.4333333,1,6
343.3,1,1,3,100,92-1,20,150.4333333,1,6
343.4,1,1,3,100,92-1,20,150.4333333,1,6
343.5,1,1,3,100,92-1,20,150.4333333,1,6
344,1,1,3,100,92-1,20,342.1833333,1,1
345,1,1,3,100,92-1,20,Inf,0,3
345.1,1,1,3,100,92-1,20,Inf,0,3
345.2,1,1,3,100,92-1,20,Inf,0,3
346,1,1,3,101,131-1,20,437.9,1,7
346.1,1,1,3,101,131-1,20,437.9,1,7
346.2,1,1,3,101,131-1,20,437.9,1,7
346.3,1,1,3,101,131-1,20,437.9,1,7
346.4,1,1,3,101,131-1,20,437.9,1,7
346.5,1,1,3,101,131-1,20,437.9,1,7
346.6,1,1,3,101,131-1,20,437.9,1,7
347,1,1,3,101,131-1,20,Inf,0,3
347.1,1,1,3,101,131-1,20,Inf,0,3
347.2,1,1,3,101,131-1,20,Inf,0,3
348,1,1,3,102,84-1,0,101.9833333,1,8
348.1,1,1,3,102,84-1,0,101.9833333,1,8
348.2,1,1,3,102,84-1,0,101.9833333,1,8
348.3,1,1,3,102,84-1,0,101.9833333,1,8
348.4,1,1,3,102,84-1,0,101.9833333,1,8
348.5,1,1,3,102,84-1,0,101.9833333,1,8
348.6,1,1,3,102,84-1,0,101.9833333,1,8
348.7,1,1,3,102,84-1,0,101.9833333,1,8
349,1,1,3,102,84-1,0,150.4333333,1,1
350,1,1,3,102,84-1,0,Inf,0,1
351,1,1,3,103,218-1,20,437.9,1,1
352,1,1,3,103,218-1,20,Inf,0,9
352.1,1,1,3,103,218-1,20,Inf,0,9
352.2,1,1,3,103,218-1,20,Inf,0,9
352.3,1,1,3,103,218-1,20,Inf,0,9
352.4,1,1,3,103,218-1,20,Inf,0,9
352.5,1,1,3,103,218-1,20,Inf,0,9
352.6,1,1,3,103,218-1,20,Inf,0,9
352.7,1,1,3,103,218-1,20,Inf,0,9
352.8,1,1,3,103,218-1,20,Inf,0,9
353,1,1,3,104,132-2,10,101.9833333,1,3
353.1,1,1,3,104,132-2,10,101.9833333,1,3
353.2,1,1,3,104,132-2,10,101.9833333,1,3
354,1,1,3,104,132-2,10,150.4333333,1,2
354.1,1,1,3,104,132-2,10,150.4333333,1,2
355,1,1,3,104,132-2,10,Inf,0,5
355.1,1,1,3,104,132-2,10,Inf,0,5
355.2,1,1,3,104,132-2,10,Inf,0,5
355.3,1,1,3,104,132-2,10,Inf,0,5
355.4,1,1,3,104,132-2,10,Inf,0,5
356,1,1,3,105,128-2,10,150.4333333,1,1
357,1,1,3,105,128-2,10,Inf,0,9
357.1,1,1,3,105,128-2,10,Inf,0,9
357.2,1,1,3,105,128-2,10,Inf,0,9
357.3,1,1,3,105,128-2,10,Inf,0,9
357.4,1,1,3,105,128-2,10,Inf,0,9
357.5,1,1,3,105,128-2,10,Inf,0,9
357.6,1,1,3,105,128-2,10,Inf,0,9
357.7,1,1,3,105,128-2,10,Inf,0,9
357.8,1,1,3,105,128-2,10,Inf,0,9
358,1,1,3,106,156-1,0,246.05,1,1
359,1,1,3,106,156-1,0,295.05,1,3
359.1,1,1,3,106,156-1,0,295.05,1,3
359.2,1,1,3,106,156-1,0,295.05,1,3
360,1,1,3,106,156-1,0,437.9,1,1
361,1,1,3,106,156-1,0,Inf,0,5
361.1,1,1,3,106,156-1,0,Inf,0,5
361.2,1,1,3,106,156-1,0,Inf,0,5
361.3,1,1,3,106,156-1,0,Inf,0,5
361.4,1,1,3,106,156-1,0,Inf,0,5
362,1,1,3,107,130-1,0,101.9833333,1,1
363,1,1,3,107,130-1,0,150.4333333,1,2
363.1,1,1,3,107,130-1,0,150.4333333,1,2
364,1,1,3,107,130-1,0,390.0333333,1,1
365,1,1,3,107,130-1,0,Inf,0,6
365.1,1,1,3,107,130-1,0,Inf,0,6
365.2,1,1,3,107,130-1,0,Inf,0,6
365.3,1,1,3,107,130-1,0,Inf,0,6
365.4,1,1,3,107,130-1,0,Inf,0,6
365.5,1,1,3,107,130-1,0,Inf,0,6
366,1,1,3,108,131-1,0,101.9833333,1,3
366.1,1,1,3,108,131-1,0,101.9833333,1,3
366.2,1,1,3,108,131-1,0,101.9833333,1,3
367,1,1,3,108,131-1,0,198.2166667,1,2
367.1,1,1,3,108,131-1,0,198.2166667,1,2
368,1,1,3,108,131-1,0,295.05,1,1
369,1,1,3,108,131-1,0,437.9,1,1
370,1,1,3,108,131-1,0,Inf,0,3
370.1,1,1,3,108,131-1,0,Inf,0,3
370.2,1,1,3,108,131-1,0,Inf,0,3
371,1,1,4,109,156-2,15,437.9,1,1
372,1,1,4,109,156-2,15,Inf,0,9
372.1,1,1,4,109,156-2,15,Inf,0,9
372.2,1,1,4,109,156-2,15,Inf,0,9
372.3,1,1,4,109,156-2,15,Inf,0,9
372.4,1,1,4,109,156-2,15,Inf,0,9
372.5,1,1,4,109,156-2,15,Inf,0,9
372.6,1,1,4,109,156-2,15,Inf,0,9
372.7,1,1,4,109,156-2,15,Inf,0,9
372.8,1,1,4,109,156-2,15,Inf,0,9
373,1,1,4,110,208-2,0,198.3166667,1,2
373.1,1,1,4,110,208-2,0,198.3166667,1,2
374,1,1,4,110,208-2,0,246.1,1,3
374.1,1,1,4,110,208-2,0,246.1,1,3
374.2,1,1,4,110,208-2,0,246.1,1,3
375,1,1,4,110,208-2,0,295.15,1,3
375.1,1,1,4,110,208-2,0,295.15,1,3
375.2,1,1,4,110,208-2,0,295.15,1,3
376,1,1,4,110,208-2,0,342.2666667,1,1
377,1,1,4,110,208-2,0,Inf,0,1
378,1,1,4,111,131-1,10,101.9833333,1,4
378.1,1,1,4,111,131-1,10,101.9833333,1,4
378.2,1,1,4,111,131-1,10,101.9833333,1,4
378.3,1,1,4,111,131-1,10,101.9833333,1,4
379,1,1,4,111,131-1,10,198.3166667,1,1
380,1,1,4,111,131-1,10,Inf,0,5
380.1,1,1,4,111,131-1,10,Inf,0,5
380.2,1,1,4,111,131-1,10,Inf,0,5
380.3,1,1,4,111,131-1,10,Inf,0,5
