,sampleid,line,X,rep,run,shelf,plate,trt,end,status,number,pedigree,planting.date,landrace.abb,region,pop,population.type,landrace.name,cultivation,main.use,uniqueplate
421,CanAnil3,77-2,2068.1,1,2,8,265,0,155.3,1,4,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_265
422,CanAnil3,77-2,1867.1,1,2,6,212,15,155.5,1,9,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_212
423,CanAnil3,77-2,1326.4,1,2,2,68,20,206.2,1,5,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_68
425,CanAnil3,77-2,5317.5,3,5,8,278,15,109.5,1,7,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_278
426,CanAnil3,77-2,1326.2,1,2,2,68,20,206.2,1,5,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_68
427,CanAnil3,77-2,2677.6,2,3,4,120,20,158.2,1,10,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,3_120
429,CanAnil3,77-2,5317.2,3,5,8,278,15,109.5,1,7,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_278
436,CanAnil3,77-2,5317.4,3,5,8,278,15,109.5,1,7,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_278
437,CanAnil3,77-2,3163.3,2,3,8,288,15,157.1,1,10,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,3_288
439,CanAnil3,77-2,1867.5,1,2,6,212,15,155.5,1,9,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_212
442,CanAnil3,77-2,5318.1,3,5,8,278,15,156.8,1,3,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_278
448,CanAnil3,77-2,1867.2,1,2,6,212,15,155.5,1,9,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_212
450,CanAnil3,77-2,3163.4,2,3,8,288,15,157.1,1,10,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,3_288
451,CanAnil3,77-2,1326,1,2,2,68,20,206.2,1,5,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_68
452,CanAnil3,77-2,2677.9,2,3,4,120,20,158.2,1,10,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,3_120
453,CanAnil3,77-2,1324,1,2,2,68,20,108.2,1,2,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_68
454,CanAnil3,77-2,1866,1,2,6,212,15,59.6,1,1,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_212
456,CanAnil3,77-2,3163.1,2,3,8,288,15,157.1,1,10,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,3_288
458,CanAnil3,77-2,1325.1,1,2,2,68,20,156.2,1,3,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_68
460,CanAnil3,77-2,5317.1,3,5,8,278,15,109.5,1,7,14CRo77-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_278
461,CanAnil5,79-1,638,1,1,6,183,10,150.6,1,4,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,1_183
462,CanAnil5,79-1,637.5,1,1,6,183,10,102.1,1,6,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,1_183
463,CanAnil5,79-1,637.1,1,1,6,183,10,102.1,1,6,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,1_183
464,CanAnil5,79-1,6963.3,3,6,9,315,20,215.7,1,5,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,6_315
465,CanAnil5,79-1,637.2,1,1,6,183,10,102.1,1,6,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,1_183
466,CanAnil5,79-1,637.3,1,1,6,183,10,102.1,1,6,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,1_183
467,CanAnil5,79-1,637.4,1,1,6,183,10,102.1,1,6,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,1_183
468,CanAnil5,79-1,6962,3,6,9,315,20,168,1,2,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,6_315
469,CanAnil5,79-1,6962.1,3,6,9,315,20,168,1,2,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,6_315
470,CanAnil5,79-1,638.3,1,1,6,183,10,150.6,1,4,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,1_183
471,CanAnil5,79-1,6963,3,6,9,315,20,215.7,1,5,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,6_315
472,CanAnil5,79-1,6963.2,3,6,9,315,20,215.7,1,5,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,6_315
473,CanAnil5,79-1,6964,3,6,9,315,20,264.1,1,3,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,6_315
474,CanAnil5,79-1,6963.1,3,6,9,315,20,215.7,1,5,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,6_315
475,CanAnil5,79-1,6964.2,3,6,9,315,20,264.1,1,3,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,6_315
476,CanAnil5,79-1,6963.4,3,6,9,315,20,215.7,1,5,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,6_315
477,CanAnil5,79-1,638.1,1,1,6,183,10,150.6,1,4,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,1_183
478,CanAnil5,79-1,638.2,1,1,6,183,10,150.6,1,4,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,1_183
479,CanAnil5,79-1,6964.1,3,6,9,315,20,264.1,1,3,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,6_315
480,CanAnil5,79-2,8768.3,4,8,7,249,15,164,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_249
481,CanAnil5,79-2,5012.1,3,5,6,201,0,156.8,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_201
482,CanAnil5,79-2,8647.1,4,8,6,213,10,65.8,1,4,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_213
483,CanAnil5,79-2,5253,3,5,8,263,20,109.5,1,2,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_263
484,CanAnil5,79-2,8647.2,4,8,6,213,10,65.8,1,4,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_213
485,CanAnil5,79-2,1734.2,1,2,5,178,10,107.6,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_178
486,CanAnil5,79-2,1732.4,1,2,5,177,20,155.6,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_177
487,CanAnil5,79-2,1763.5,1,2,6,185,0,107.5,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_185
489,CanAnil5,79-2,1732,1,2,5,177,20,155.6,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_177
490,CanAnil5,79-2,8768.1,4,8,7,249,15,164,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_249
491,CanAnil5,79-2,8767.4,4,8,7,249,15,114.2,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_249
492,CanAnil5,79-2,1735,1,2,5,178,10,155.6,1,3,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_178
493,CanAnil5,79-2,5012.3,3,5,6,201,0,156.8,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_201
494,CanAnil5,79-2,8767,4,8,7,249,15,114.2,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_249
495,CanAnil5,79-2,8648,4,8,6,213,10,114.2,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_213
496,CanAnil5,79-2,1763.4,1,2,6,185,0,107.5,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_185
497,CanAnil5,79-2,5011.2,3,5,6,201,0,109.5,1,4,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_201
498,CanAnil5,79-2,8647,4,8,6,213,10,65.8,1,4,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_213
499,CanAnil5,79-2,4141.2,2,4,9,313,15,114.1,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_313
500,CanAnil5,79-2,4141.1,2,4,9,313,15,114.1,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_313
501,CanAnil5,79-2,1420.7,1,2,3,93,15,156,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_93
502,CanAnil5,79-2,1420,1,2,3,93,15,156,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_93
504,CanAnil5,79-2,3299.2,2,4,1,16,20,160.5,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_16
505,CanAnil5,79-2,3802,2,4,6,190,10,114.2,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_190
506,CanAnil5,79-2,1735.2,1,2,5,178,10,155.6,1,3,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_178
507,CanAnil5,79-2,1733.1,1,2,5,177,20,205.8,1,3,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_177
508,CanAnil5,79-2,1733.2,1,2,5,177,20,205.8,1,3,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_177
509,CanAnil5,79-2,5012,3,5,6,201,0,156.8,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_201
510,CanAnil5,79-2,4546,3,5,3,90,15,109.5,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_90
511,CanAnil5,79-2,1734.1,1,2,5,178,10,107.6,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_178
512,CanAnil5,79-2,3300.3,2,4,1,16,20,114.7,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_16
513,CanAnil5,79-2,1732.1,1,2,5,177,20,155.6,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_177
514,CanAnil5,79-2,8648.3,4,8,6,213,10,114.2,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_213
515,CanAnil5,79-2,3609,2,4,4,120,0,66.7,1,4,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_120
516,CanAnil5,79-2,1420.5,1,2,3,93,15,156,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_93
517,CanAnil5,79-2,8768,4,8,7,249,15,164,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_249
518,CanAnil5,79-2,8767.3,4,8,7,249,15,114.2,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_249
519,CanAnil5,79-2,3801,2,4,6,190,10,160.2,1,1,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_190
520,CanAnil5,79-2,4547.2,3,5,3,90,15,156.8,1,3,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_90
521,CanAnil5,79-2,4547,3,5,3,90,15,156.8,1,3,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_90
522,CanAnil5,79-2,1763.1,1,2,6,185,0,107.5,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_185
523,CanAnil5,79-2,5010,3,5,6,201,0,61.8,1,1,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_201
524,CanAnil5,79-2,5254.3,3,5,8,263,20,156.8,1,6,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_263
525,CanAnil5,79-2,3609.2,2,4,4,120,0,66.7,1,4,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_120
526,CanAnil5,79-2,1734.3,1,2,5,178,10,107.6,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_178
527,CanAnil5,79-2,3300.4,2,4,1,16,20,114.7,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_16
528,CanAnil5,79-2,5255.1,3,5,8,263,20,254,1,2,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_263
532,CanAnil5,79-2,8599,4,8,6,201,20,211,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_201
533,CanAnil5,79-2,4819,3,5,5,158,10,156.8,1,1,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_158
534,CanAnil5,79-2,1763.6,1,2,6,185,0,107.5,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_185
535,CanAnil5,79-1,637,1,1,6,183,10,102.1,1,6,14CRo79-1,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,1_183
536,CanAnil5,79-2,8599.4,4,8,6,201,20,211,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_201
537,CanAnil5,79-2,3608.1,2,4,4,120,0,114.3,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_120
538,CanAnil5,79-2,3608,2,4,4,120,0,114.3,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_120
539,CanAnil5,79-2,3607,2,4,4,120,0,160.2,1,1,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_120
540,CanAnil5,79-2,4547.1,3,5,3,90,15,156.8,1,3,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_90
541,CanAnil5,79-2,4817,3,5,5,158,10,61.8,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_158
542,CanAnil5,79-2,3299.3,2,4,1,16,20,160.5,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_16
543,CanAnil5,79-2,4142,2,4,9,313,15,66.5,1,1,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_313
544,CanAnil5,79-2,1732.6,1,2,5,177,20,155.6,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_177
545,CanAnil5,79-2,3802.2,2,4,6,190,10,114.2,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_190
546,CanAnil5,79-2,3802.3,2,4,6,190,10,114.2,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_190
547,CanAnil5,79-2,1734.4,1,2,5,178,10,107.6,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_178
548,CanAnil5,79-2,1734.5,1,2,5,178,10,107.6,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_178
549,CanAnil5,79-2,1763.3,1,2,6,185,0,107.5,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_185
550,CanAnil5,79-2,8600,4,8,6,201,20,258,1,1,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_201
551,CanAnil5,79-2,8598.2,4,8,6,201,20,163.7,1,3,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_201
552,CanAnil5,79-2,1732.3,1,2,5,177,20,155.6,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_177
553,CanAnil5,79-2,4546.5,3,5,3,90,15,109.5,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_90
554,CanAnil5,79-2,8647.3,4,8,6,213,10,65.8,1,4,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_213
555,CanAnil5,79-2,8768.2,4,8,7,249,15,164,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_249
556,CanAnil5,79-2,8768.4,4,8,7,249,15,164,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_249
557,CanAnil5,79-2,3608.2,2,4,4,120,0,114.3,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_120
558,CanAnil5,79-2,8599.3,4,8,6,201,20,211,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_201
559,CanAnil5,79-2,1734.6,1,2,5,178,10,107.6,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_178
560,CanAnil5,79-2,1733,1,2,5,177,20,205.8,1,3,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_177
561,CanAnil5,79-2,4141,2,4,9,313,15,114.1,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_313
562,CanAnil5,79-2,3608.4,2,4,4,120,0,114.3,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_120
563,CanAnil5,79-2,4140,2,4,9,313,15,160.1,1,1,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_313
564,CanAnil5,79-2,1732.5,1,2,5,177,20,155.6,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_177
565,CanAnil5,79-2,4141.6,2,4,9,313,15,114.1,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_313
568,CanAnil5,79-2,3802.5,2,4,6,190,10,114.2,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_190
569,CanAnil5,79-2,4141.7,2,4,9,313,15,114.1,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_313
570,CanAnil5,79-2,3608.3,2,4,4,120,0,114.3,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_120
571,CanAnil5,79-2,4141.5,2,4,9,313,15,114.1,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_313
572,CanAnil5,79-2,4141.4,2,4,9,313,15,114.1,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_313
573,CanAnil5,79-2,4141.3,2,4,9,313,15,114.1,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_313
574,CanAnil5,79-2,1732.2,1,2,5,177,20,155.6,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_177
575,CanAnil5,79-2,8599.1,4,8,6,201,20,211,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_201
576,CanAnil5,79-2,1420.6,1,2,3,93,15,156,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_93
577,CanAnil5,79-2,4546.6,3,5,3,90,15,109.5,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_90
578,CanAnil5,79-2,1735.1,1,2,5,178,10,155.6,1,3,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_178
579,CanAnil5,79-2,3299.1,2,4,1,16,20,160.5,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_16
580,CanAnil5,79-2,3299,2,4,1,16,20,160.5,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_16
581,CanAnil5,79-2,4546.4,3,5,3,90,15,109.5,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_90
582,CanAnil5,79-2,4818.1,3,5,5,158,10,109.5,1,3,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_158
583,CanAnil5,79-2,8767.1,4,8,7,249,15,114.2,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_249
584,CanAnil5,79-2,8597,4,8,6,201,20,114.2,1,1,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_201
585,CanAnil5,79-2,5012.4,3,5,6,201,0,156.8,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_201
587,CanAnil5,79-2,8649,4,8,6,213,10,163.7,1,1,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_213
588,CanAnil5,79-2,5254.2,3,5,8,263,20,156.8,1,6,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_263
589,CanAnil5,79-2,4546.2,3,5,3,90,15,109.5,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_90
590,CanAnil5,79-2,5255,3,5,8,263,20,254,1,2,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_263
591,CanAnil5,79-2,5254.4,3,5,8,263,20,156.8,1,6,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_263
592,CanAnil5,79-2,1420.1,1,2,3,93,15,156,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_93
593,CanAnil5,79-2,1763,1,2,6,185,0,107.5,1,7,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_185
594,CanAnil5,79-2,5012.2,3,5,6,201,0,156.8,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,5_201
595,CanAnil5,79-2,8598,4,8,6,201,20,163.7,1,3,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_201
596,CanAnil5,79-2,3802.7,2,4,6,190,10,114.2,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_190
597,CanAnil5,79-2,3299.4,2,4,1,16,20,160.5,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_16
598,CanAnil5,79-2,8648.4,4,8,6,213,10,114.2,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_213
599,CanAnil5,79-2,3300.2,2,4,1,16,20,114.7,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_16
600,CanAnil5,79-2,3802.6,2,4,6,190,10,114.2,1,8,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,4_190
602,CanAnil5,79-2,8648.2,4,8,6,213,10,114.2,1,5,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,8_213
603,CanAnil5,79-2,1765,1,2,6,185,0,205.7,1,1,14CRo79-2,11/10/14,CRo,wcoast,CRo_1,landrace,Costeno Rojo,Plantation,Dry,2_185
