"","X","sampleid","line","rep","run","shelf","plate","trt","end","status","number","pedigree","planting.date","landrace.abb","loc_id","region","pop","population.type","landrace.name","cultivation","main.use","uniqueplate"
"497",497,"CanAnil1","75-1",4,"7",1,7,15,Inf,1,9,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_7"
"498",498,"CanAnil1","75-1",3,"5",3,76,20,254,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_76"
"499",499,"CanAnil1","75-1",3,"5",3,86,15,156.8,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_86"
"500",500,"CanAnil1","75-1",1,"1",1,3,10,198.1,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_3"
"501",501,"CanAnil1","75-1",1,"1",5,157,20,342.4,1,4,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_157"
"502",502,"CanAnil1","75-1",1,"1",5,157,20,198.4,1,1,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_157"
"504",504,"CanAnil1","75-1",4,"7",1,7,15,Inf,1,9,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_7"
"505",505,"CanAnil1","75-1",4,"7",2,50,0,344.8,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_50"
"506",506,"CanAnil1","75-1",4,"7",1,7,15,Inf,1,9,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_7"
"507",507,"CanAnil1","75-1",1,"1",5,157,20,295.1,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_157"
"508",508,"CanAnil1","75-1",3,"5",6,207,10,254,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_207"
"509",509,"CanAnil1","75-1",3,"5",3,76,20,254,0,1,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_76"
"510",510,"CanAnil1","75-1",4,"7",2,50,0,253,1,6,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_50"
"511",511,"CanAnil1","75-1",3,"5",3,76,20,207,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_76"
"512",512,"CanAnil1","75-1",4,"7",2,50,0,253,1,6,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_50"
"513",513,"CanAnil1","75-1",1,"1",1,3,10,198.1,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_3"
"514",514,"CanAnil1","75-1",4,"7",2,50,0,253,1,6,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_50"
"515",515,"CanAnil1","75-1",4,"7",2,50,0,344.8,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_50"
"516",516,"CanAnil1","75-1",1,"1",5,157,20,342.4,1,4,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_157"
"517",517,"CanAnil1","75-1",4,"7",2,50,0,153.8,0,1,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_50"
"518",518,"CanAnil1","75-1",1,"1",5,157,20,295.1,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_157"
"519",519,"CanAnil1","75-1",1,"1",2,54,15,542.5,0,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_54"
"520",520,"CanAnil1","75-1",1,"1",5,157,20,342.4,1,4,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_157"
"521",521,"CanAnil1","75-1",2,"3",1,11,0,497.5,0,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_11"
"522",522,"CanAnil1","75-1",4,"7",1,7,15,Inf,1,9,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_7"
"523",523,"CanAnil1","75-1",1,"1",2,54,15,198.2,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_54"
"524",524,"CanAnil1","75-1",3,"5",3,86,15,397.5,0,1,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_86"
"525",525,"CanAnil1","75-1",4,"7",2,50,0,253,1,6,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_50"
"526",526,"CanAnil1","75-1",4,"7",1,7,15,153.8,1,1,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_7"
"527",527,"CanAnil1","75-1",2,"3",1,8,15,158,1,6,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_8"
"528",528,"CanAnil1","75-1",3,"5",6,207,10,156.8,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_207"
"529",529,"CanAnil1","75-1",1,"1",1,22,0,246,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_22"
"530",530,"CanAnil1","75-1",2,"3",1,8,15,497.5,0,1,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_8"
"531",531,"CanAnil1","75-1",2,"3",1,8,15,158,1,6,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_8"
"532",532,"CanAnil1","75-1",2,"3",6,184,10,156.8,1,5,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_184"
"533",533,"CanAnil1","75-1",4,"7",5,179,10,107.3,1,1,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_179"
"534",534,"CanAnil1","75-1",4,"7",5,179,10,396,1,5,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_179"
"535",535,"CanAnil1","75-1",2,"3",1,11,0,497.5,0,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_11"
"536",536,"CanAnil1","75-1",1,"1",1,3,10,150.3,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_3"
"537",537,"CanAnil1","75-1",4,"7",2,50,0,153.8,1,1,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_50"
"538",538,"CanAnil1","75-1",4,"7",5,179,10,396,1,5,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_179"
"539",539,"CanAnil1","75-1",1,"1",1,22,0,198.1,1,4,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_22"
"540",540,"CanAnil1","75-1",2,"3",1,11,0,206.8,1,6,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_11"
"541",541,"CanAnil1","75-1",1,"1",1,3,10,150.3,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_3"
"542",542,"CanAnil1","75-1",1,"1",2,54,15,198.2,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_54"
"543",543,"CanAnil1","75-1",4,"7",5,179,10,344.8,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_179"
"544",544,"CanAnil1","75-1",2,"3",6,184,10,156.8,1,5,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_184"
"545",545,"CanAnil1","75-1",2,"3",1,8,15,158,1,6,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_8"
"546",546,"CanAnil1","75-1",1,"1",2,54,15,246,1,1,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_54"
"547",547,"CanAnil1","75-1",4,"7",5,179,10,344.8,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_179"
"548",548,"CanAnil1","75-1",4,"7",5,179,10,396,1,5,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_179"
"549",549,"CanAnil1","75-1",2,"3",6,184,10,497.5,0,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_184"
"550",550,"CanAnil1","75-1",1,"1",5,157,20,390.2,1,1,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_157"
"551",551,"CanAnil1","75-1",3,"5",3,86,15,303.8,1,1,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_86"
"552",552,"CanAnil1","75-1",1,"1",2,54,15,198.2,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_54"
"553",553,"CanAnil1","75-1",2,"3",1,8,15,158,1,6,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_8"
"554",554,"CanAnil1","75-1",3,"5",6,207,10,207,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_207"
"555",555,"CanAnil1","75-1",3,"5",6,207,10,156.8,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_207"
"556",556,"CanAnil1","75-1",2,"3",1,8,15,158,1,6,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_8"
"557",557,"CanAnil1","75-1",2,"3",1,11,0,255,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_11"
"558",558,"CanAnil1","75-1",4,"7",5,179,10,396,1,5,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_179"
"559",559,"CanAnil1","75-1",2,"3",1,11,0,206.8,1,6,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_11"
"560",560,"CanAnil1","75-1",2,"3",6,184,10,205.6,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_184"
"561",561,"CanAnil1","75-1",1,"1",5,157,20,542.5,0,1,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_157"
"562",562,"CanAnil1","75-1",4,"7",1,7,15,Inf,1,9,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_7"
"564",564,"CanAnil1","75-1",2,"3",6,184,10,156.8,1,5,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_184"
"565",565,"CanAnil1","75-1",3,"5",3,86,15,207,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_86"
"567",567,"CanAnil1","75-1",3,"5",3,86,15,109.5,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_86"
"568",568,"CanAnil1","75-1",3,"5",3,86,15,109.5,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_86"
"570",570,"CanAnil1","75-1",2,"3",1,11,0,206.8,1,6,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_11"
"571",571,"CanAnil1","75-1",4,"7",5,179,10,445,1,1,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_179"
"572",572,"CanAnil1","75-1",4,"7",5,179,10,396,1,5,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_179"
"573",573,"CanAnil1","75-1",1,"1",1,3,10,246,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_3"
"574",574,"CanAnil1","75-1",2,"3",6,184,10,205.6,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_184"
"575",575,"CanAnil1","75-1",4,"7",1,7,15,Inf,1,9,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_7"
"577",577,"CanAnil1","75-1",2,"3",6,184,10,156.8,1,5,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_184"
"578",578,"CanAnil1","75-1",2,"3",6,184,10,497.5,0,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_184"
"579",579,"CanAnil1","75-1",3,"5",3,86,15,156.8,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_86"
"581",581,"CanAnil1","75-1",3,"5",6,207,10,109.5,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_207"
"582",582,"CanAnil1","75-1",2,"3",1,11,0,206.8,1,6,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_11"
"584",584,"CanAnil1","75-1",4,"7",5,179,10,445,0,1,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_179"
"585",585,"CanAnil1","75-1",2,"3",1,11,0,255,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_11"
"587",587,"CanAnil1","75-1",3,"5",3,76,20,207,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_76"
"588",588,"CanAnil1","75-1",1,"1",2,54,15,342.1,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_54"
"589",589,"CanAnil1","75-1",3,"5",3,76,20,Inf,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_76"
"590",590,"CanAnil1","75-1",4,"7",2,50,0,253,1,6,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_50"
"591",591,"CanAnil1","75-1",1,"1",1,3,10,246,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_3"
"592",592,"CanAnil1","75-1",4,"7",1,7,15,Inf,1,9,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_7"
"593",593,"CanAnil1","75-1",3,"5",3,86,15,207,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_86"
"594",594,"CanAnil1","75-1",3,"5",3,86,15,109.5,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_86"
"596",596,"CanAnil1","75-1",1,"1",1,22,0,246,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_22"
"599",599,"CanAnil1","75-2",3,"6",6,191,15,Inf,0,2,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"600",600,"CanAnil1","75-2",2,"3",7,252,0,157.6,1,4,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"601",601,"CanAnil1","75-2",1,"2",5,150,15,205.8,1,4,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"605",605,"CanAnil1","75-2",1,"2",3,79,20,156,1,4,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"612",612,"CanAnil1","75-2",1,"2",5,150,15,107.6,1,5,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"614",614,"CanAnil1","75-2",1,"2",5,150,15,205.8,1,4,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"615",615,"CanAnil1","75-2",3,"6",6,191,15,168,1,4,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"617",617,"CanAnil1","75-2",1,"2",3,79,20,206.1,1,2,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"618",618,"CanAnil1","75-2",1,"2",3,79,20,206.1,1,2,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"619",619,"CanAnil1","75-2",1,"2",3,79,20,395.9,1,1,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"621",621,"CanAnil1","75-2",1,"2",3,79,20,156,1,4,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"624",624,"CanAnil1","75-2",3,"6",6,191,15,215.7,1,2,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"626",626,"CanAnil1","75-2",1,"2",5,150,15,155.6,1,1,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"627",627,"CanAnil1","75-2",3,"6",6,191,15,264.1,1,2,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"628",628,"CanAnil1","75-2",1,"2",3,79,20,302.9,1,1,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"629",629,"CanAnil1","75-2",3,"6",6,191,15,168,1,4,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"631",631,"CanAnil1","75-2",1,"2",3,79,20,253.8,1,1,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"632",632,"CanAnil1","75-2",1,"2",5,150,15,107.6,1,5,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"635",635,"CanAnil1","75-2",1,"2",3,79,20,542.5,0,1,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"639",639,"CanAnil1","75-2",1,"2",5,150,15,205.8,1,4,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"641",641,"CanAnil1","75-2",1,"2",5,150,15,205.8,1,4,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"642",642,"CanAnil1","75-1",1,"1",2,54,15,342.1,1,2,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_54"
"643",643,"CanAnil1","75-1",3,"5",3,76,20,254,1,3,"14CRo75-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_76"
"647",647,"CanAnil1","75-2",2,"3",7,252,0,157.6,1,4,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"660",660,"CanAnil1","75-2",2,"3",7,252,0,157.6,1,4,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"663",663,"CanAnil1","75-2",2,"3",7,252,0,206.4,1,3,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"665",665,"CanAnil1","75-2",2,"3",1,5,10,158,1,7,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"671",671,"CanAnil1","75-2",2,"3",1,5,10,158,1,7,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"672",672,"CanAnil1","75-2",2,"3",1,5,10,158,1,7,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"673",673,"CanAnil1","75-2",1,"2",5,150,15,107.6,1,5,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"679",679,"CanAnil1","75-2",2,"3",1,5,10,206.8,1,1,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"681",681,"CanAnil1","75-2",2,"3",1,5,10,158,1,7,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"683",683,"CanAnil1","75-2",2,"3",7,252,0,398.2,1,1,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"685",685,"CanAnil1","75-2",2,"3",7,252,0,497.5,0,2,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"691",691,"CanAnil1","75-2",2,"3",1,5,10,158,1,7,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"692",692,"CanAnil1","75-2",2,"3",1,5,10,158,1,7,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"694",694,"CanAnil1","75-2",2,"3",1,5,10,497.5,0,2,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"695",695,"CanAnil1","75-2",2,"3",7,252,0,206.4,1,3,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"698",698,"CanAnil1","75-2",2,"3",7,252,0,157.6,1,4,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"701",701,"CanAnil1","75-2",1,"2",3,79,20,156,1,4,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"702",702,"CanAnil1","75-2",2,"3",7,252,0,206.4,1,3,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"704",704,"CanAnil1","75-2",2,"3",1,5,10,497.5,0,2,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"705",705,"CanAnil1","75-2",2,"3",1,5,10,158,1,7,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"706",706,"CanAnil1","75-2",1,"2",3,79,20,156,1,4,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"708",708,"CanAnil1","75-2",2,"3",7,252,0,497.5,0,2,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"709",709,"CanAnil1","75-2",1,"2",5,150,15,107.6,1,5,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"718",718,"CanAnil1","75-2",3,"6",6,191,15,168,1,4,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"720",720,"CanAnil1","75-2",3,"6",6,191,15,Inf,0,2,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"721",721,"CanAnil1","75-2",3,"6",6,191,15,168,1,4,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"725",725,"CanAnil1","75-2",3,"6",6,191,15,215.7,1,2,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"727",727,"CanAnil1","75-2",1,"2",5,150,15,107.6,1,5,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"738",738,"CanAnil1","75-2",3,"6",6,191,15,264.1,1,2,"14CRo75-2","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"748",748,"CanAnil2","76-1",4,"8",4,124,0,114.2,1,6,"14CRo76-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","8_124"
"749",749,"CanAnil2","76-1",4,"8",3,101,10,114.2,1,7,"14CRo76-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","8_101"
"750",750,"CanAnil2","76-1",3,"5",7,245,10,109.5,1,9,"14CRo76-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_245"
"751",751,"CanAnil2","76-1",4,"8",8,270,20,114.2,1,7,"14CRo76-1","11/10/14","CRo","4","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","8_270"
