"","rep","run","shelf","plate","line","trt","type","end","status","germinated"
"1186.4",1,2,4,112,"163-1",20,"E3",155.7833333,1,7
"1186.5",1,2,4,112,"163-1",20,"E3",155.7833333,1,7
"1186.6",1,2,4,112,"163-1",20,"E3",155.7833333,1,7
"1187",1,2,4,112,"163-1",20,"E3",205.85,1,1
"1188",1,2,7,247,"163-1",0,"E3",107.3666667,1,1
"1189",1,2,7,247,"163-1",0,"E3",155.4,1,3
"1189.1",1,2,7,247,"163-1",0,"E3",155.4,1,3
"1189.2",1,2,7,247,"163-1",0,"E3",155.4,1,3
"1190",1,2,9,323,"163-1",15,"E3",107.0166667,1,2
"1190.1",1,2,9,323,"163-1",15,"E3",107.0166667,1,2
"1191",1,2,9,323,"163-1",15,"E3",155.1,1,6
"1191.1",1,2,9,323,"163-1",15,"E3",155.1,1,6
"1191.2",1,2,9,323,"163-1",15,"E3",155.1,1,6
"1191.3",1,2,9,323,"163-1",15,"E3",155.1,1,6
"1191.4",1,2,9,323,"163-1",15,"E3",155.1,1,6
"1191.5",1,2,9,323,"163-1",15,"E3",155.1,1,6
"1192",1,2,9,323,"163-1",15,"E3",493.7833333,1,1
"1193",1,2,4,112,"163-1",20,"E3",542.5,0,1
"1194",1,2,7,247,"163-1",0,"E3",542.5,0,6
"1194.1",1,2,7,247,"163-1",0,"E3",542.5,0,6
"1194.2",1,2,7,247,"163-1",0,"E3",542.5,0,6
"1194.3",1,2,7,247,"163-1",0,"E3",542.5,0,6
"1194.4",1,2,7,247,"163-1",0,"E3",542.5,0,6
"1194.5",1,2,7,247,"163-1",0,"E3",542.5,0,6
"1195",1,2,9,323,"163-1",15,"E3",542.5,0,1
"1196",1,2,3,97,"163-2",15,"E3",108.0166667,1,2
"1196.1",1,2,3,97,"163-2",15,"E3",108.0166667,1,2
"1197",1,2,3,97,"163-2",15,"E3",155.9833333,1,5
"1197.1",1,2,3,97,"163-2",15,"E3",155.9833333,1,5
"1197.2",1,2,3,97,"163-2",15,"E3",155.9833333,1,5
"1197.3",1,2,3,97,"163-2",15,"E3",155.9833333,1,5
"1197.4",1,2,3,97,"163-2",15,"E3",155.9833333,1,5
"1198",1,2,3,97,"163-2",15,"E3",206.1,1,2
"1198.1",1,2,3,97,"163-2",15,"E3",206.1,1,2
"1199",1,2,3,97,"163-2",15,"E3",253.8333333,1,1
"1200",1,2,6,207,"163-2",0,"E3",107.4833333,1,4
"1200.1",1,2,6,207,"163-2",0,"E3",107.4833333,1,4
"1200.2",1,2,6,207,"163-2",0,"E3",107.4833333,1,4
"1200.3",1,2,6,207,"163-2",0,"E3",107.4833333,1,4
"1201",1,2,6,207,"163-2",0,"E3",155.5,1,1
"1202",1,2,6,207,"163-2",0,"E3",253.8166667,1,1
"1203",1,2,6,207,"163-2",0,"E3",349.1666667,1,1
"1204",1,2,6,207,"163-2",0,"E3",445.25,1,1
"1205",1,2,7,237,"163-2",20,"E3",107.3666667,1,1
"1206",1,2,7,237,"163-2",20,"E3",155.4,1,6
"1206.1",1,2,7,237,"163-2",20,"E3",155.4,1,6
"1206.2",1,2,7,237,"163-2",20,"E3",155.4,1,6
"1206.3",1,2,7,237,"163-2",20,"E3",155.4,1,6
"1206.4",1,2,7,237,"163-2",20,"E3",155.4,1,6
"1206.5",1,2,7,237,"163-2",20,"E3",155.4,1,6
"1207",1,2,7,237,"163-2",20,"E3",205.6166667,1,1
"1208",1,2,8,268,"163-2",10,"E3",107.2333333,1,5
"1208.1",1,2,8,268,"163-2",10,"E3",107.2333333,1,5
"1208.2",1,2,8,268,"163-2",10,"E3",107.2333333,1,5
"1208.3",1,2,8,268,"163-2",10,"E3",107.2333333,1,5
"1208.4",1,2,8,268,"163-2",10,"E3",107.2333333,1,5
"1209",1,2,8,268,"163-2",10,"E3",155.2833333,1,2
"1209.1",1,2,8,268,"163-2",10,"E3",155.2833333,1,2
"1210",1,2,8,268,"163-2",10,"E3",205.5166667,1,1
"1211",1,2,8,268,"163-2",10,"E3",302.4166667,1,1
"1212",1,2,6,207,"163-2",0,"E3",542.5,0,2
"1212.1",1,2,6,207,"163-2",0,"E3",542.5,0,2
"1213",1,2,7,237,"163-2",20,"E3",542.5,0,2
"1213.1",1,2,7,237,"163-2",20,"E3",542.5,0,2
"1214",1,2,8,268,"163-2",10,"E3",542.5,0,1
"1215",1,2,3,77,"164-1",20,"E3",155.9833333,1,1
"1216",1,2,3,77,"164-1",20,"E3",206.1,1,2
"1216.1",1,2,3,77,"164-1",20,"E3",206.1,1,2
"1217",1,2,3,77,"164-1",20,"E3",253.8333333,1,3
"1217.1",1,2,3,77,"164-1",20,"E3",253.8333333,1,3
"1217.2",1,2,3,77,"164-1",20,"E3",253.8333333,1,3
"1218",1,2,6,191,"164-1",15,"E3",107.4833333,1,1
"1219",1,2,6,191,"164-1",15,"E3",155.5,1,6
"1219.1",1,2,6,191,"164-1",15,"E3",155.5,1,6
"1219.2",1,2,6,191,"164-1",15,"E3",155.5,1,6
"1219.3",1,2,6,191,"164-1",15,"E3",155.5,1,6
"1219.4",1,2,6,191,"164-1",15,"E3",155.5,1,6
"1219.5",1,2,6,191,"164-1",15,"E3",155.5,1,6
"1220",1,2,6,191,"164-1",15,"E3",349.1666667,1,1
"1221",1,2,6,191,"164-1",15,"E3",395.45,1,1
"1222",1,2,6,210,"164-1",0,"E3",155.5,1,6
"1222.1",1,2,6,210,"164-1",0,"E3",155.5,1,6
"1222.2",1,2,6,210,"164-1",0,"E3",155.5,1,6
"1222.3",1,2,6,210,"164-1",0,"E3",155.5,1,6
"1222.4",1,2,6,210,"164-1",0,"E3",155.5,1,6
"1222.5",1,2,6,210,"164-1",0,"E3",155.5,1,6
"1223",1,2,6,210,"164-1",0,"E3",253.8166667,1,1
"1224",1,2,6,210,"164-1",0,"E3",445.25,1,1
"1225",1,2,8,287,"164-1",10,"E3",107.2333333,1,3
"1225.1",1,2,8,287,"164-1",10,"E3",107.2333333,1,3
"1225.2",1,2,8,287,"164-1",10,"E3",107.2333333,1,3
"1226",1,2,8,287,"164-1",10,"E3",155.2833333,1,3
"1226.1",1,2,8,287,"164-1",10,"E3",155.2833333,1,3
"1226.2",1,2,8,287,"164-1",10,"E3",155.2833333,1,3
"1227",1,2,8,287,"164-1",10,"E3",205.5166667,1,3
"1227.1",1,2,8,287,"164-1",10,"E3",205.5166667,1,3
"1227.2",1,2,8,287,"164-1",10,"E3",205.5166667,1,3
"1228",1,2,3,77,"164-1",20,"E3",542.5,0,4
"1228.1",1,2,3,77,"164-1",20,"E3",542.5,0,4
"1228.2",1,2,3,77,"164-1",20,"E3",542.5,0,4
"1228.3",1,2,3,77,"164-1",20,"E3",542.5,0,4
"1229",1,2,6,191,"164-1",15,"E3",542.5,0,2
"1229.1",1,2,6,191,"164-1",15,"E3",542.5,0,2
"1230",1,2,6,210,"164-1",0,"E3",542.5,0,2
"1230.1",1,2,6,210,"164-1",0,"E3",542.5,0,2
"1231",1,2,8,287,"164-1",10,"E3",542.5,0,1
"1232",1,1,1,18,"164-2",10,"E3",198.1166667,1,2
"1232.1",1,1,1,18,"164-2",10,"E3",198.1166667,1,2
"1233",1,1,1,18,"164-2",10,"E3",342.0333333,1,1
"1234",1,1,1,18,"164-2",10,"E3",389.8833333,1,1
"1235",1,1,1,18,"164-2",10,"E3",542.5,0,4
"1235.1",1,1,1,18,"164-2",10,"E3",542.5,0,4
"1235.2",1,1,1,18,"164-2",10,"E3",542.5,0,4
"1235.3",1,1,1,18,"164-2",10,"E3",542.5,0,4
"1236",1,1,2,58,"164-2",20,"E3",245.9666667,1,1
"1237",1,1,2,58,"164-2",20,"E3",542.5,0,9
"1237.1",1,1,2,58,"164-2",20,"E3",542.5,0,9
"1237.2",1,1,2,58,"164-2",20,"E3",542.5,0,9
"1237.3",1,1,2,58,"164-2",20,"E3",542.5,0,9
"1237.4",1,1,2,58,"164-2",20,"E3",542.5,0,9
"1237.5",1,1,2,58,"164-2",20,"E3",542.5,0,9
"1237.6",1,1,2,58,"164-2",20,"E3",542.5,0,9
"1237.7",1,1,2,58,"164-2",20,"E3",542.5,0,9
"1237.8",1,1,2,58,"164-2",20,"E3",542.5,0,9
"1238",1,1,7,232,"164-2",0,"E3",198.4833333,1,1
"1239",1,1,7,232,"164-2",0,"E3",246.2833333,1,1
"1240",1,1,7,232,"164-2",0,"E3",295.3833333,1,1
"1241",1,1,7,232,"164-2",0,"E3",542.5,0,7
"1241.1",1,1,7,232,"164-2",0,"E3",542.5,0,7
"1241.2",1,1,7,232,"164-2",0,"E3",542.5,0,7
"1241.3",1,1,7,232,"164-2",0,"E3",542.5,0,7
"1241.4",1,1,7,232,"164-2",0,"E3",542.5,0,7
"1241.5",1,1,7,232,"164-2",0,"E3",542.5,0,7
"1241.6",1,1,7,232,"164-2",0,"E3",542.5,0,7
"1242",1,1,1,26,"165-1",15,"E3",101.9,1,1
"1243",1,1,1,26,"165-1",15,"E3",150.3333333,1,2
"1243.1",1,1,1,26,"165-1",15,"E3",150.3333333,1,2
"1244",1,1,1,26,"165-1",15,"E3",198.1166667,1,1
"1245",1,1,1,26,"165-1",15,"E3",342.0333333,1,2
"1245.1",1,1,1,26,"165-1",15,"E3",342.0333333,1,2
"1246",1,1,1,26,"165-1",15,"E3",542.5,0,4
"1246.1",1,1,1,26,"165-1",15,"E3",542.5,0,4
"1246.2",1,1,1,26,"165-1",15,"E3",542.5,0,4
"1246.3",1,1,1,26,"165-1",15,"E3",542.5,0,4
"1247",1,1,2,37,"165-1",10,"E3",101.95,1,2
"1247.1",1,1,2,37,"165-1",10,"E3",101.95,1,2
"1248",1,1,2,37,"165-1",10,"E3",150.4,1,2
"1248.1",1,1,2,37,"165-1",10,"E3",150.4,1,2
"1249",1,1,2,37,"165-1",10,"E3",245.9666667,1,1
"1250",1,1,2,37,"165-1",10,"E3",542.5,0,5
"1250.1",1,1,2,37,"165-1",10,"E3",542.5,0,5
"1250.2",1,1,2,37,"165-1",10,"E3",542.5,0,5
"1250.3",1,1,2,37,"165-1",10,"E3",542.5,0,5
"1250.4",1,1,2,37,"165-1",10,"E3",542.5,0,5
"1251",1,1,4,118,"165-1",20,"E3",150.4833333,1,1
"1252",1,1,4,118,"165-1",20,"E3",198.3166667,1,4
"1252.1",1,1,4,118,"165-1",20,"E3",198.3166667,1,4
"1252.2",1,1,4,118,"165-1",20,"E3",198.3166667,1,4
"1252.3",1,1,4,118,"165-1",20,"E3",198.3166667,1,4
"1253",1,1,4,118,"165-1",20,"E3",246.1,1,2
"1253.1",1,1,4,118,"165-1",20,"E3",246.1,1,2
"1254",1,1,4,118,"165-1",20,"E3",342.2666667,1,1
"1255",1,1,4,118,"165-1",20,"E3",542.5,0,2
"1255.1",1,1,4,118,"165-1",20,"E3",542.5,0,2
"1256",1,1,8,284,"165-1",0,"E3",102.2833333,1,3
"1256.1",1,1,8,284,"165-1",0,"E3",102.2833333,1,3
"1256.2",1,1,8,284,"165-1",0,"E3",102.2833333,1,3
"1257",1,1,8,284,"165-1",0,"E3",150.6666667,1,4
"1257.1",1,1,8,284,"165-1",0,"E3",150.6666667,1,4
"1257.2",1,1,8,284,"165-1",0,"E3",150.6666667,1,4
"1257.3",1,1,8,284,"165-1",0,"E3",150.6666667,1,4
"1258",1,1,8,284,"165-1",0,"E3",198.55,1,1
"1259",1,1,8,284,"165-1",0,"E3",390.3833333,1,1
"1260",1,1,8,284,"165-1",0,"E3",542.5,0,2
"1260.1",1,1,8,284,"165-1",0,"E3",542.5,0,2
"1261",1,2,2,62,"167-1",20,"E3",156.1666667,1,4
"1261.1",1,2,2,62,"167-1",20,"E3",156.1666667,1,4
"1261.2",1,2,2,62,"167-1",20,"E3",156.1666667,1,4
"1261.3",1,2,2,62,"167-1",20,"E3",156.1666667,1,4
"1262",1,2,2,62,"167-1",20,"E3",206.1833333,1,1
"1263",1,2,2,62,"167-1",20,"E3",253.9833333,1,1
"1264",1,2,3,84,"167-1",0,"E3",206.1,1,3
"1264.1",1,2,3,84,"167-1",0,"E3",206.1,1,3
"1264.2",1,2,3,84,"167-1",0,"E3",206.1,1,3
"1265",1,2,3,84,"167-1",0,"E3",542.4333333,1,1
"1266",1,2,7,217,"167-1",15,"E3",107.3666667,1,1
"1267",1,2,7,217,"167-1",15,"E3",155.4,1,3
"1267.1",1,2,7,217,"167-1",15,"E3",155.4,1,3
"1267.2",1,2,7,217,"167-1",15,"E3",155.4,1,3
"1268",1,2,7,248,"167-1",10,"E3",107.3666667,1,1
"1269",1,2,7,248,"167-1",10,"E3",155.4,1,2
"1269.1",1,2,7,248,"167-1",10,"E3",155.4,1,2
"1270",1,2,2,62,"167-1",20,"E3",542.5,0,4
"1270.1",1,2,2,62,"167-1",20,"E3",542.5,0,4
"1270.2",1,2,2,62,"167-1",20,"E3",542.5,0,4
"1270.3",1,2,2,62,"167-1",20,"E3",542.5,0,4
"1271",1,2,3,84,"167-1",0,"E3",542.5,0,6
"1271.1",1,2,3,84,"167-1",0,"E3",542.5,0,6
"1271.2",1,2,3,84,"167-1",0,"E3",542.5,0,6
"1271.3",1,2,3,84,"167-1",0,"E3",542.5,0,6
"1271.4",1,2,3,84,"167-1",0,"E3",542.5,0,6
"1271.5",1,2,3,84,"167-1",0,"E3",542.5,0,6
"1272",1,2,7,217,"167-1",15,"E3",542.5,0,6
"1272.1",1,2,7,217,"167-1",15,"E3",542.5,0,6
"1272.2",1,2,7,217,"167-1",15,"E3",542.5,0,6
"1272.3",1,2,7,217,"167-1",15,"E3",542.5,0,6
"1272.4",1,2,7,217,"167-1",15,"E3",542.5,0,6
"1272.5",1,2,7,217,"167-1",15,"E3",542.5,0,6
"1273",1,2,7,248,"167-1",10,"E3",542.5,0,7
"1273.1",1,2,7,248,"167-1",10,"E3",542.5,0,7
"1273.2",1,2,7,248,"167-1",10,"E3",542.5,0,7
"1273.3",1,2,7,248,"167-1",10,"E3",542.5,0,7
"1273.4",1,2,7,248,"167-1",10,"E3",542.5,0,7
"1273.5",1,2,7,248,"167-1",10,"E3",542.5,0,7
"1273.6",1,2,7,248,"167-1",10,"E3",542.5,0,7
"1274",1,2,1,23,"168-1",0,"E3",108.4333333,1,2
"1274.1",1,2,1,23,"168-1",0,"E3",108.4333333,1,2
"1275",1,2,1,23,"168-1",0,"E3",156.35,1,4
"1275.1",1,2,1,23,"168-1",0,"E3",156.35,1,4
"1275.2",1,2,1,23,"168-1",0,"E3",156.35,1,4
"1275.3",1,2,1,23,"168-1",0,"E3",156.35,1,4
"1276",1,2,1,23,"168-1",0,"E3",206.3333333,1,3
"1276.1",1,2,1,23,"168-1",0,"E3",206.3333333,1,3
"1276.2",1,2,1,23,"168-1",0,"E3",206.3333333,1,3
"1277",1,2,3,95,"168-1",15,"E3",108.0166667,1,2
"1277.1",1,2,3,95,"168-1",15,"E3",108.0166667,1,2
"1278",1,2,3,95,"168-1",15,"E3",155.9833333,1,5
"1278.1",1,2,3,95,"168-1",15,"E3",155.9833333,1,5
"1278.2",1,2,3,95,"168-1",15,"E3",155.9833333,1,5
"1278.3",1,2,3,95,"168-1",15,"E3",155.9833333,1,5
"1278.4",1,2,3,95,"168-1",15,"E3",155.9833333,1,5
"1279",1,2,3,95,"168-1",15,"E3",206.1,1,2
"1279.1",1,2,3,95,"168-1",15,"E3",206.1,1,2
"1280",1,2,6,209,"168-1",20,"E3",107.4833333,1,2
"1280.1",1,2,6,209,"168-1",20,"E3",107.4833333,1,2
"1281",1,2,6,209,"168-1",20,"E3",155.5,1,7
"1281.1",1,2,6,209,"168-1",20,"E3",155.5,1,7
"1281.2",1,2,6,209,"168-1",20,"E3",155.5,1,7
"1281.3",1,2,6,209,"168-1",20,"E3",155.5,1,7
"1281.4",1,2,6,209,"168-1",20,"E3",155.5,1,7
"1281.5",1,2,6,209,"168-1",20,"E3",155.5,1,7
"1281.6",1,2,6,209,"168-1",20,"E3",155.5,1,7
"1282",1,2,6,209,"168-1",20,"E3",302.5833333,1,1
"1283",1,2,8,282,"168-1",10,"E3",107.2333333,1,6
"1283.1",1,2,8,282,"168-1",10,"E3",107.2333333,1,6
"1283.2",1,2,8,282,"168-1",10,"E3",107.2333333,1,6
"1283.3",1,2,8,282,"168-1",10,"E3",107.2333333,1,6
"1283.4",1,2,8,282,"168-1",10,"E3",107.2333333,1,6
"1283.5",1,2,8,282,"168-1",10,"E3",107.2333333,1,6
"1284",1,2,8,282,"168-1",10,"E3",155.2833333,1,3
"1284.1",1,2,8,282,"168-1",10,"E3",155.2833333,1,3
"1284.2",1,2,8,282,"168-1",10,"E3",155.2833333,1,3
"1285",1,2,1,23,"168-1",0,"E3",542.5,0,1
"1286",1,2,3,95,"168-1",15,"E3",542.5,0,1
"1287",1,2,8,282,"168-1",10,"E3",542.5,0,1
"1288",1,2,2,55,"168-2",10,"E3",108.2333333,1,2
"1288.1",1,2,2,55,"168-2",10,"E3",108.2333333,1,2
"1289",1,2,2,55,"168-2",10,"E3",156.1666667,1,5
"1289.1",1,2,2,55,"168-2",10,"E3",156.1666667,1,5
"1289.2",1,2,2,55,"168-2",10,"E3",156.1666667,1,5
"1289.3",1,2,2,55,"168-2",10,"E3",156.1666667,1,5
"1289.4",1,2,2,55,"168-2",10,"E3",156.1666667,1,5
"1290",1,2,2,55,"168-2",10,"E3",206.1833333,1,1
"1291",1,2,2,55,"168-2",10,"E3",253.9833333,1,1
"1292",1,2,4,113,"168-2",0,"E3",155.7833333,1,3
"1292.1",1,2,4,113,"168-2",0,"E3",155.7833333,1,3
"1292.2",1,2,4,113,"168-2",0,"E3",155.7833333,1,3
"1293",1,2,4,113,"168-2",0,"E3",205.85,1,1
"1294",1,2,4,113,"168-2",0,"E3",253.9666667,1,3
"1294.1",1,2,4,113,"168-2",0,"E3",253.9666667,1,3
"1294.2",1,2,4,113,"168-2",0,"E3",253.9666667,1,3
"1295",1,2,4,113,"168-2",0,"E3",302.8333333,1,1
"1296",1,2,4,113,"168-2",0,"E3",395.7333333,1,1
"1297",1,2,6,193,"168-2",15,"E3",155.5,1,1
"1298",1,2,6,193,"168-2",15,"E3",205.7,1,7
"1298.1",1,2,6,193,"168-2",15,"E3",205.7,1,7
"1298.2",1,2,6,193,"168-2",15,"E3",205.7,1,7
"1298.3",1,2,6,193,"168-2",15,"E3",205.7,1,7
"1298.4",1,2,6,193,"168-2",15,"E3",205.7,1,7
"1298.5",1,2,6,193,"168-2",15,"E3",205.7,1,7
"1298.6",1,2,6,193,"168-2",15,"E3",205.7,1,7
"1299",1,2,6,193,"168-2",15,"E3",253.8166667,1,1
"1300",1,2,6,193,"168-2",15,"E3",302.5833333,1,1
"1301",1,2,7,232,"168-2",20,"E3",155.4,1,4
"1301.1",1,2,7,232,"168-2",20,"E3",155.4,1,4
"1301.2",1,2,7,232,"168-2",20,"E3",155.4,1,4
"1301.3",1,2,7,232,"168-2",20,"E3",155.4,1,4
"1302",1,2,7,232,"168-2",20,"E3",205.6166667,1,2
"1302.1",1,2,7,232,"168-2",20,"E3",205.6166667,1,2
"1303",1,2,7,232,"168-2",20,"E3",253.7666667,1,2
"1303.1",1,2,7,232,"168-2",20,"E3",253.7666667,1,2
"1304",1,2,7,232,"168-2",20,"E3",302.4166667,1,1
"1305",1,2,7,232,"168-2",20,"E3",349,1,1
"1306",1,2,2,55,"168-2",10,"E3",542.5,0,1
"1307",1,2,4,113,"168-2",0,"E3",542.5,0,1
"1308",1,2,3,92,"169-1",0,"E3",108.0166667,1,1
"1309",1,2,3,92,"169-1",0,"E3",155.9833333,1,4
"1309.1",1,2,3,92,"169-1",0,"E3",155.9833333,1,4
"1309.2",1,2,3,92,"169-1",0,"E3",155.9833333,1,4
"1309.3",1,2,3,92,"169-1",0,"E3",155.9833333,1,4
"1310",1,2,3,92,"169-1",0,"E3",206.1,1,3
"1310.1",1,2,3,92,"169-1",0,"E3",206.1,1,3
"1310.2",1,2,3,92,"169-1",0,"E3",206.1,1,3
"1311",1,2,4,139,"169-1",20,"E3",253.9666667,1,4
"1311.1",1,2,4,139,"169-1",20,"E3",253.9666667,1,4
"1311.2",1,2,4,139,"169-1",20,"E3",253.9666667,1,4
"1311.3",1,2,4,139,"169-1",20,"E3",253.9666667,1,4
"1312",1,2,4,139,"169-1",20,"E3",302.8333333,1,2
"1312.1",1,2,4,139,"169-1",20,"E3",302.8333333,1,2
"1313",1,2,4,139,"169-1",20,"E3",349.45,1,3
"1313.1",1,2,4,139,"169-1",20,"E3",349.45,1,3
"1313.2",1,2,4,139,"169-1",20,"E3",349.45,1,3
"1314",1,2,7,234,"169-1",10,"E3",107.3666667,1,10
"1314.1",1,2,7,234,"169-1",10,"E3",107.3666667,1,10
"1314.2",1,2,7,234,"169-1",10,"E3",107.3666667,1,10
"1314.3",1,2,7,234,"169-1",10,"E3",107.3666667,1,10
"1314.4",1,2,7,234,"169-1",10,"E3",107.3666667,1,10
"1314.5",1,2,7,234,"169-1",10,"E3",107.3666667,1,10
"1314.6",1,2,7,234,"169-1",10,"E3",107.3666667,1,10
"1314.7",1,2,7,234,"169-1",10,"E3",107.3666667,1,10
"1314.8",1,2,7,234,"169-1",10,"E3",107.3666667,1,10
"1314.9",1,2,7,234,"169-1",10,"E3",107.3666667,1,10
"1315",1,2,8,285,"169-1",15,"E3",107.2333333,1,1
"1316",1,2,8,285,"169-1",15,"E3",155.2833333,1,4
"1316.1",1,2,8,285,"169-1",15,"E3",155.2833333,1,4
"1316.2",1,2,8,285,"169-1",15,"E3",155.2833333,1,4
"1316.3",1,2,8,285,"169-1",15,"E3",155.2833333,1,4
"1317",1,2,8,285,"169-1",15,"E3",205.5166667,1,2
"1317.1",1,2,8,285,"169-1",15,"E3",205.5166667,1,2
"1318",1,2,8,285,"169-1",15,"E3",348.95,1,1
"1319",1,2,3,92,"169-1",0,"E3",542.5,0,2
"1319.1",1,2,3,92,"169-1",0,"E3",542.5,0,2
"1320",1,2,4,139,"169-1",20,"E3",542.5,0,1
"1321",1,2,8,285,"169-1",15,"E3",542.5,0,2
"1321.1",1,2,8,285,"169-1",15,"E3",542.5,0,2
"1322",1,2,1,19,"169-2",15,"E3",108.4333333,1,1
"1323",1,2,1,19,"169-2",15,"E3",156.35,1,5
"1323.1",1,2,1,19,"169-2",15,"E3",156.35,1,5
"1323.2",1,2,1,19,"169-2",15,"E3",156.35,1,5
"1323.3",1,2,1,19,"169-2",15,"E3",156.35,1,5
"1323.4",1,2,1,19,"169-2",15,"E3",156.35,1,5
"1324",1,2,1,19,"169-2",15,"E3",206.3333333,1,1
"1325",1,2,1,32,"169-2",10,"E3",156.35,1,3
"1325.1",1,2,1,32,"169-2",10,"E3",156.35,1,3
"1325.2",1,2,1,32,"169-2",10,"E3",156.35,1,3
"1326",1,2,1,32,"169-2",10,"E3",303.3333333,1,1
"1327",1,2,4,115,"169-2",20,"E3",253.9666667,1,2
"1327.1",1,2,4,115,"169-2",20,"E3",253.9666667,1,2
"1328",1,2,4,115,"169-2",20,"E3",302.8333333,1,1
"1329",1,2,4,115,"169-2",20,"E3",349.45,1,2
"1329.1",1,2,4,115,"169-2",20,"E3",349.45,1,2
"1330",1,2,4,115,"169-2",20,"E3",445.4333333,1,1
"1331",1,2,9,320,"169-2",0,"E3",155.1,1,3
"1331.1",1,2,9,320,"169-2",0,"E3",155.1,1,3
"1331.2",1,2,9,320,"169-2",0,"E3",155.1,1,3
"1332",1,2,9,320,"169-2",0,"E3",253.5833333,1,1
"1333",1,2,1,19,"169-2",15,"E3",542.5,0,3
"1333.1",1,2,1,19,"169-2",15,"E3",542.5,0,3
"1333.2",1,2,1,19,"169-2",15,"E3",542.5,0,3
"1334",1,2,1,32,"169-2",10,"E3",542.5,0,6
"1334.1",1,2,1,32,"169-2",10,"E3",542.5,0,6
"1334.2",1,2,1,32,"169-2",10,"E3",542.5,0,6
"1334.3",1,2,1,32,"169-2",10,"E3",542.5,0,6
"1334.4",1,2,1,32,"169-2",10,"E3",542.5,0,6
"1334.5",1,2,1,32,"169-2",10,"E3",542.5,0,6
"1335",1,2,4,115,"169-2",20,"E3",542.5,0,4
"1335.1",1,2,4,115,"169-2",20,"E3",542.5,0,4
"1335.2",1,2,4,115,"169-2",20,"E3",542.5,0,4
"1335.3",1,2,4,115,"169-2",20,"E3",542.5,0,4
"1336",1,2,9,320,"169-2",0,"E3",542.5,0,6
"1336.1",1,2,9,320,"169-2",0,"E3",542.5,0,6
"1336.2",1,2,9,320,"169-2",0,"E3",542.5,0,6
"1336.3",1,2,9,320,"169-2",0,"E3",542.5,0,6
"1336.4",1,2,9,320,"169-2",0,"E3",542.5,0,6
"1336.5",1,2,9,320,"169-2",0,"E3",542.5,0,6
"1337",1,1,1,5,"170-1",10,"E3",101.9,1,4
"1337.1",1,1,1,5,"170-1",10,"E3",101.9,1,4
"1337.2",1,1,1,5,"170-1",10,"E3",101.9,1,4
"1337.3",1,1,1,5,"170-1",10,"E3",101.9,1,4
"1338",1,1,1,5,"170-1",10,"E3",150.3333333,1,2
"1338.1",1,1,1,5,"170-1",10,"E3",150.3333333,1,2
"1339",1,1,1,5,"170-1",10,"E3",542.5,0,4
"1339.1",1,1,1,5,"170-1",10,"E3",542.5,0,4
"1339.2",1,1,1,5,"170-1",10,"E3",542.5,0,4
"1339.3",1,1,1,5,"170-1",10,"E3",542.5,0,4
"1340",1,1,1,20,"170-1",20,"E3",198.1166667,1,3
"1340.1",1,1,1,20,"170-1",20,"E3",198.1166667,1,3
"1340.2",1,1,1,20,"170-1",20,"E3",198.1166667,1,3
"1341",1,1,1,20,"170-1",20,"E3",245.9666667,1,4
"1341.1",1,1,1,20,"170-1",20,"E3",245.9666667,1,4
"1341.2",1,1,1,20,"170-1",20,"E3",245.9666667,1,4
"1341.3",1,1,1,20,"170-1",20,"E3",245.9666667,1,4
"1342",1,1,1,20,"170-1",20,"E3",294.9166667,1,1
"1343",1,1,1,20,"170-1",20,"E3",542.5,0,2
"1343.1",1,1,1,20,"170-1",20,"E3",542.5,0,2
"1344",1,1,9,305,"170-1",15,"E3",102.3166667,1,2
"1344.1",1,1,9,305,"170-1",15,"E3",102.3166667,1,2
"1345",1,1,9,305,"170-1",15,"E3",150.7333333,1,5
"1345.1",1,1,9,305,"170-1",15,"E3",150.7333333,1,5
"1345.2",1,1,9,305,"170-1",15,"E3",150.7333333,1,5
"1345.3",1,1,9,305,"170-1",15,"E3",150.7333333,1,5
"1345.4",1,1,9,305,"170-1",15,"E3",150.7333333,1,5
"1346",1,1,9,305,"170-1",15,"E3",198.6166667,1,2
"1346.1",1,1,9,305,"170-1",15,"E3",198.6166667,1,2
"1347",1,1,9,305,"170-1",15,"E3",542.5,0,1
"1348",1,1,9,306,"170-1",0,"E3",102.3166667,1,4
"1348.1",1,1,9,306,"170-1",0,"E3",102.3166667,1,4
"1348.2",1,1,9,306,"170-1",0,"E3",102.3166667,1,4
"1348.3",1,1,9,306,"170-1",0,"E3",102.3166667,1,4
"1349",1,1,9,306,"170-1",0,"E3",150.7333333,1,4
"1349.1",1,1,9,306,"170-1",0,"E3",150.7333333,1,4
"1349.2",1,1,9,306,"170-1",0,"E3",150.7333333,1,4
"1349.3",1,1,9,306,"170-1",0,"E3",150.7333333,1,4
"1350",1,1,9,306,"170-1",0,"E3",342.4833333,1,1
"1351",1,1,9,306,"170-1",0,"E3",542.5,0,1
"1352",1,1,1,6,"173-1",10,"E3",101.9,1,1
"1353",1,1,1,6,"173-1",10,"E3",150.3333333,1,4
"1353.1",1,1,1,6,"173-1",10,"E3",150.3333333,1,4
"1353.2",1,1,1,6,"173-1",10,"E3",150.3333333,1,4
"1353.3",1,1,1,6,"173-1",10,"E3",150.3333333,1,4
"1354",1,1,1,6,"173-1",10,"E3",198.1166667,1,1
