"","rep","run","shelf","plate","line","trt","end","status","viable","number"
"1273.1",1,2,1,12,"144-2",20,206.3333333,1,1,3
"1273.2",1,2,1,12,"144-2",20,206.3333333,1,1,3
"1274",1,2,1,12,"144-2",20,542.5,0,0,1
"1275",1,2,1,13,"77-2",10,108.4333333,1,1,6
"1275.1",1,2,1,13,"77-2",10,108.4333333,1,1,6
"1275.2",1,2,1,13,"77-2",10,108.4333333,1,1,6
"1275.3",1,2,1,13,"77-2",10,108.4333333,1,1,6
"1275.4",1,2,1,13,"77-2",10,108.4333333,1,1,6
"1275.5",1,2,1,13,"77-2",10,108.4333333,1,1,6
"1276",1,2,1,13,"77-2",10,156.35,1,1,3
"1276.1",1,2,1,13,"77-2",10,156.35,1,1,3
"1276.2",1,2,1,13,"77-2",10,156.35,1,1,3
"1277",1,2,1,13,"77-2",10,542.5,0,0,1
"1278",1,2,1,14,"188-2",0,156.35,1,1,1
"1279",1,2,1,14,"188-2",0,206.3333333,1,1,3
"1279.1",1,2,1,14,"188-2",0,206.3333333,1,1,3
"1279.2",1,2,1,14,"188-2",0,206.3333333,1,1,3
"1280",1,2,1,14,"188-2",0,254.0666667,1,1,4
"1280.1",1,2,1,14,"188-2",0,254.0666667,1,1,4
"1280.2",1,2,1,14,"188-2",0,254.0666667,1,1,4
"1280.3",1,2,1,14,"188-2",0,254.0666667,1,1,4
"1281",1,2,1,14,"188-2",0,303.3333333,1,1,2
"1281.1",1,2,1,14,"188-2",0,303.3333333,1,1,2
"1282",1,2,1,15,"119-2",10,156.35,1,1,1
"1283",1,2,1,15,"119-2",10,206.3333333,1,1,2
"1283.1",1,2,1,15,"119-2",10,206.3333333,1,1,2
"1284",1,2,1,15,"119-2",10,254.0666667,1,1,2
"1284.1",1,2,1,15,"119-2",10,254.0666667,1,1,2
"1285",1,2,1,15,"119-2",10,349.95,1,1,1
"1286",1,2,1,15,"119-2",10,542.5,0,1,2
"1286.1",1,2,1,15,"119-2",10,542.5,0,1,2
"1287",1,2,1,15,"119-2",10,542.5,0,0,2
"1287.1",1,2,1,15,"119-2",10,542.5,0,0,2
"1288",1,2,1,16,"185-1",10,156.35,1,1,1
"1289",1,2,1,16,"185-1",10,206.3333333,1,1,7
"1289.1",1,2,1,16,"185-1",10,206.3333333,1,1,7
"1289.2",1,2,1,16,"185-1",10,206.3333333,1,1,7
"1289.3",1,2,1,16,"185-1",10,206.3333333,1,1,7
"1289.4",1,2,1,16,"185-1",10,206.3333333,1,1,7
"1289.5",1,2,1,16,"185-1",10,206.3333333,1,1,7
"1289.6",1,2,1,16,"185-1",10,206.3333333,1,1,7
"1290",1,2,1,16,"185-1",10,254.0666667,1,1,1
"1291",1,2,1,16,"185-1",10,303.3333333,1,1,1
"1292",1,2,1,17,"174-2",20,206.3333333,1,1,3
"1292.1",1,2,1,17,"174-2",20,206.3333333,1,1,3
"1292.2",1,2,1,17,"174-2",20,206.3333333,1,1,3
"1293",1,2,1,17,"174-2",20,254.0666667,1,1,5
"1293.1",1,2,1,17,"174-2",20,254.0666667,1,1,5
"1293.2",1,2,1,17,"174-2",20,254.0666667,1,1,5
"1293.3",1,2,1,17,"174-2",20,254.0666667,1,1,5
"1293.4",1,2,1,17,"174-2",20,254.0666667,1,1,5
"1294",1,2,1,17,"174-2",20,303.3333333,1,1,1
"1295",1,2,1,17,"174-2",20,542.5,0,1,1
"1296",1,2,1,18,"150-1",15,108.4333333,1,1,6
"1296.1",1,2,1,18,"150-1",15,108.4333333,1,1,6
"1296.2",1,2,1,18,"150-1",15,108.4333333,1,1,6
"1296.3",1,2,1,18,"150-1",15,108.4333333,1,1,6
"1296.4",1,2,1,18,"150-1",15,108.4333333,1,1,6
"1296.5",1,2,1,18,"150-1",15,108.4333333,1,1,6
"1297",1,2,1,18,"150-1",15,156.35,1,1,3
"1297.1",1,2,1,18,"150-1",15,156.35,1,1,3
"1297.2",1,2,1,18,"150-1",15,156.35,1,1,3
"1298",1,2,1,18,"150-1",15,542.5,0,0,1
"1299",1,2,1,19,"169-2",15,108.4333333,1,1,1
"1300",1,2,1,19,"169-2",15,156.35,1,1,5
"1300.1",1,2,1,19,"169-2",15,156.35,1,1,5
"1300.2",1,2,1,19,"169-2",15,156.35,1,1,5
"1300.3",1,2,1,19,"169-2",15,156.35,1,1,5
"1300.4",1,2,1,19,"169-2",15,156.35,1,1,5
"1301",1,2,1,19,"169-2",15,206.3333333,1,1,1
"1302",1,2,1,19,"169-2",15,542.5,0,1,1
"1303",1,2,1,19,"169-2",15,542.5,0,0,2
"1303.1",1,2,1,19,"169-2",15,542.5,0,0,2
"1304",1,2,1,20,"120-1",15,108.4333333,1,1,5
"1304.1",1,2,1,20,"120-1",15,108.4333333,1,1,5
"1304.2",1,2,1,20,"120-1",15,108.4333333,1,1,5
"1304.3",1,2,1,20,"120-1",15,108.4333333,1,1,5
"1304.4",1,2,1,20,"120-1",15,108.4333333,1,1,5
"1305",1,2,1,20,"120-1",15,542.5,0,1,1
"1306",1,2,1,20,"120-1",15,542.5,0,0,4
"1306.1",1,2,1,20,"120-1",15,542.5,0,0,4
"1306.2",1,2,1,20,"120-1",15,542.5,0,0,4
"1306.3",1,2,1,20,"120-1",15,542.5,0,0,4
"1307",1,2,1,21,"219-2",20,495.1166667,1,1,1
"1308",1,2,1,21,"219-2",20,542.5,0,1,9
"1308.1",1,2,1,21,"219-2",20,542.5,0,1,9
"1308.2",1,2,1,21,"219-2",20,542.5,0,1,9
"1308.3",1,2,1,21,"219-2",20,542.5,0,1,9
"1308.4",1,2,1,21,"219-2",20,542.5,0,1,9
"1308.5",1,2,1,21,"219-2",20,542.5,0,1,9
"1308.6",1,2,1,21,"219-2",20,542.5,0,1,9
"1308.7",1,2,1,21,"219-2",20,542.5,0,1,9
"1308.8",1,2,1,21,"219-2",20,542.5,0,1,9
"1309",1,2,1,22,"122-1",15,349.95,1,1,2
"1309.1",1,2,1,22,"122-1",15,349.95,1,1,2
"1310",1,2,1,22,"122-1",15,396.2833333,1,1,1
"1311",1,2,1,22,"122-1",15,542.3166667,1,1,2
"1311.1",1,2,1,22,"122-1",15,542.3166667,1,1,2
"1312",1,2,1,22,"122-1",15,542.5,0,1,5
"1312.1",1,2,1,22,"122-1",15,542.5,0,1,5
"1312.2",1,2,1,22,"122-1",15,542.5,0,1,5
"1312.3",1,2,1,22,"122-1",15,542.5,0,1,5
"1312.4",1,2,1,22,"122-1",15,542.5,0,1,5
"1313",1,2,1,23,"168-1",0,108.4333333,1,1,2
"1313.1",1,2,1,23,"168-1",0,108.4333333,1,1,2
"1314",1,2,1,23,"168-1",0,156.35,1,1,4
"1314.1",1,2,1,23,"168-1",0,156.35,1,1,4
"1314.2",1,2,1,23,"168-1",0,156.35,1,1,4
"1314.3",1,2,1,23,"168-1",0,156.35,1,1,4
"1315",1,2,1,23,"168-1",0,206.3333333,1,1,3
"1315.1",1,2,1,23,"168-1",0,206.3333333,1,1,3
"1315.2",1,2,1,23,"168-1",0,206.3333333,1,1,3
"1316",1,2,1,23,"168-1",0,542.5,0,0,1
"1317",1,2,1,24,"109-2",15,108.4333333,1,1,1
"1318",1,2,1,24,"109-2",15,254.0666667,1,1,2
"1318.1",1,2,1,24,"109-2",15,254.0666667,1,1,2
"1319",1,2,1,24,"109-2",15,303.3333333,1,1,1
"1320",1,2,1,24,"109-2",15,349.95,1,1,4
"1320.1",1,2,1,24,"109-2",15,349.95,1,1,4
"1320.2",1,2,1,24,"109-2",15,349.95,1,1,4
"1320.3",1,2,1,24,"109-2",15,349.95,1,1,4
"1321",1,2,1,24,"109-2",15,396.2833333,1,1,1
"1322",1,2,1,24,"109-2",15,542.5,0,0,1
"1323",1,2,1,25,"217-2",10,108.4333333,1,1,2
"1323.1",1,2,1,25,"217-2",10,108.4333333,1,1,2
"1324",1,2,1,25,"217-2",10,156.35,1,1,6
"1324.1",1,2,1,25,"217-2",10,156.35,1,1,6
"1324.2",1,2,1,25,"217-2",10,156.35,1,1,6
"1324.3",1,2,1,25,"217-2",10,156.35,1,1,6
"1324.4",1,2,1,25,"217-2",10,156.35,1,1,6
"1324.5",1,2,1,25,"217-2",10,156.35,1,1,6
"1325",1,2,1,25,"217-2",10,206.3333333,1,1,2
"1325.1",1,2,1,25,"217-2",10,206.3333333,1,1,2
"1326",1,2,1,26,"107-1",20,542.5,0,1,9
"1326.1",1,2,1,26,"107-1",20,542.5,0,1,9
"1326.2",1,2,1,26,"107-1",20,542.5,0,1,9
"1326.3",1,2,1,26,"107-1",20,542.5,0,1,9
"1326.4",1,2,1,26,"107-1",20,542.5,0,1,9
"1326.5",1,2,1,26,"107-1",20,542.5,0,1,9
"1326.6",1,2,1,26,"107-1",20,542.5,0,1,9
"1326.7",1,2,1,26,"107-1",20,542.5,0,1,9
"1326.8",1,2,1,26,"107-1",20,542.5,0,1,9
"1327",1,2,1,26,"107-1",20,542.5,0,0,1
"1328",1,2,1,27,"188-2",15,156.35,1,1,2
"1328.1",1,2,1,27,"188-2",15,156.35,1,1,2
"1329",1,2,1,27,"188-2",15,206.3333333,1,1,4
"1329.1",1,2,1,27,"188-2",15,206.3333333,1,1,4
"1329.2",1,2,1,27,"188-2",15,206.3333333,1,1,4
"1329.3",1,2,1,27,"188-2",15,206.3333333,1,1,4
"1330",1,2,1,27,"188-2",15,254.0666667,1,1,3
"1330.1",1,2,1,27,"188-2",15,254.0666667,1,1,3
"1330.2",1,2,1,27,"188-2",15,254.0666667,1,1,3
"1331",1,2,1,27,"188-2",15,303.3333333,1,1,1
"1332",1,2,1,28,"134-1",10,108.4333333,1,1,3
"1332.1",1,2,1,28,"134-1",10,108.4333333,1,1,3
"1332.2",1,2,1,28,"134-1",10,108.4333333,1,1,3
"1333",1,2,1,28,"134-1",10,156.35,1,1,1
"1334",1,2,1,28,"134-1",10,254.0666667,1,1,1
"1335",1,2,1,28,"134-1",10,542.5,0,0,5
"1335.1",1,2,1,28,"134-1",10,542.5,0,0,5
"1335.2",1,2,1,28,"134-1",10,542.5,0,0,5
"1335.3",1,2,1,28,"134-1",10,542.5,0,0,5
"1335.4",1,2,1,28,"134-1",10,542.5,0,0,5
"1336",1,2,1,29,"144-2",10,108.4333333,1,1,3
"1336.1",1,2,1,29,"144-2",10,108.4333333,1,1,3
"1336.2",1,2,1,29,"144-2",10,108.4333333,1,1,3
"1337",1,2,1,29,"144-2",10,156.35,1,1,1
"1338",1,2,1,29,"144-2",10,303.3333333,1,1,1
"1339",1,2,1,29,"144-2",10,396.2833333,1,1,1
"1340",1,2,1,29,"144-2",10,542.5,0,0,4
"1340.1",1,2,1,29,"144-2",10,542.5,0,0,4
"1340.2",1,2,1,29,"144-2",10,542.5,0,0,4
"1340.3",1,2,1,29,"144-2",10,542.5,0,0,4
"1341",1,2,1,30,"133-1",0,108.4333333,1,1,1
"1342",1,2,1,30,"133-1",0,156.35,1,1,1
"1343",1,2,1,30,"133-1",0,206.3333333,1,1,2
"1343.1",1,2,1,30,"133-1",0,206.3333333,1,1,2
"1344",1,2,1,30,"133-1",0,303.3333333,1,1,1
"1345",1,2,1,30,"133-1",0,349.95,1,1,1
"1346",1,2,1,30,"133-1",0,542.5,0,0,4
"1346.1",1,2,1,30,"133-1",0,542.5,0,0,4
"1346.2",1,2,1,30,"133-1",0,542.5,0,0,4
"1346.3",1,2,1,30,"133-1",0,542.5,0,0,4
"1347",1,2,1,31,"185-1",15,206.3333333,1,1,5
"1347.1",1,2,1,31,"185-1",15,206.3333333,1,1,5
"1347.2",1,2,1,31,"185-1",15,206.3333333,1,1,5
"1347.3",1,2,1,31,"185-1",15,206.3333333,1,1,5
"1347.4",1,2,1,31,"185-1",15,206.3333333,1,1,5
"1348",1,2,1,31,"185-1",15,254.0666667,1,1,5
"1348.1",1,2,1,31,"185-1",15,254.0666667,1,1,5
"1348.2",1,2,1,31,"185-1",15,254.0666667,1,1,5
"1348.3",1,2,1,31,"185-1",15,254.0666667,1,1,5
"1348.4",1,2,1,31,"185-1",15,254.0666667,1,1,5
"1349",1,2,1,32,"169-2",10,156.35,1,1,3
"1349.1",1,2,1,32,"169-2",10,156.35,1,1,3
"1349.2",1,2,1,32,"169-2",10,156.35,1,1,3
"1350",1,2,1,32,"169-2",10,303.3333333,1,1,1
"1351",1,2,1,32,"169-2",10,542.5,0,1,1
"1352",1,2,1,32,"169-2",10,542.5,0,0,5
"1352.1",1,2,1,32,"169-2",10,542.5,0,0,5
"1352.2",1,2,1,32,"169-2",10,542.5,0,0,5
"1352.3",1,2,1,32,"169-2",10,542.5,0,0,5
"1352.4",1,2,1,32,"169-2",10,542.5,0,0,5
"1353",1,2,1,33,"147-2",20,206.3333333,1,1,2
"1353.1",1,2,1,33,"147-2",20,206.3333333,1,1,2
"1354",1,2,1,33,"147-2",20,254.0666667,1,1,2
"1354.1",1,2,1,33,"147-2",20,254.0666667,1,1,2
"1355",1,2,1,33,"147-2",20,396.2833333,1,1,1
"1356",1,2,1,33,"147-2",20,542.5,0,1,1
"1357",1,2,1,33,"147-2",20,542.5,0,0,4
"1357.1",1,2,1,33,"147-2",20,542.5,0,0,4
"1357.2",1,2,1,33,"147-2",20,542.5,0,0,4
"1357.3",1,2,1,33,"147-2",20,542.5,0,0,4
"1358",1,2,1,34,"152-1",0,108.4333333,1,1,3
"1358.1",1,2,1,34,"152-1",0,108.4333333,1,1,3
"1358.2",1,2,1,34,"152-1",0,108.4333333,1,1,3
"1359",1,2,1,34,"152-1",0,156.35,1,1,6
"1359.1",1,2,1,34,"152-1",0,156.35,1,1,6
"1359.2",1,2,1,34,"152-1",0,156.35,1,1,6
"1359.3",1,2,1,34,"152-1",0,156.35,1,1,6
"1359.4",1,2,1,34,"152-1",0,156.35,1,1,6
"1359.5",1,2,1,34,"152-1",0,156.35,1,1,6
"1360",1,2,1,34,"152-1",0,303.3333333,1,1,1
"1361",1,2,1,35,"136-2",10,60.58333333,1,1,1
"1362",1,2,1,35,"136-2",10,108.4333333,1,1,3
"1362.1",1,2,1,35,"136-2",10,108.4333333,1,1,3
"1362.2",1,2,1,35,"136-2",10,108.4333333,1,1,3
"1363",1,2,1,35,"136-2",10,156.35,1,1,3
"1363.1",1,2,1,35,"136-2",10,156.35,1,1,3
"1363.2",1,2,1,35,"136-2",10,156.35,1,1,3
"1364",1,2,1,35,"136-2",10,542.5,0,1,1
"1365",1,2,1,35,"136-2",10,542.5,0,0,2
"1365.1",1,2,1,35,"136-2",10,542.5,0,0,2
"1366",1,2,2,37,"91-1",15,253.9833333,1,1,1
"1367",1,2,2,37,"91-1",15,303.15,1,1,1
"1368",1,2,2,37,"91-1",15,349.8,1,1,3
"1368.1",1,2,2,37,"91-1",15,349.8,1,1,3
"1368.2",1,2,2,37,"91-1",15,349.8,1,1,3
"1369",1,2,2,37,"91-1",15,396.1,1,1,4
"1369.1",1,2,2,37,"91-1",15,396.1,1,1,4
"1369.2",1,2,2,37,"91-1",15,396.1,1,1,4
"1369.3",1,2,2,37,"91-1",15,396.1,1,1,4
"1370",1,2,2,37,"91-1",15,542.4833333,1,1,1
"1371",1,2,2,38,"217-1",15,156.1666667,1,1,3
"1371.1",1,2,2,38,"217-1",15,156.1666667,1,1,3
"1371.2",1,2,2,38,"217-1",15,156.1666667,1,1,3
"1372",1,2,2,38,"217-1",15,206.1833333,1,1,3
"1372.1",1,2,2,38,"217-1",15,206.1833333,1,1,3
"1372.2",1,2,2,38,"217-1",15,206.1833333,1,1,3
"1373",1,2,2,38,"217-1",15,253.9833333,1,1,2
"1373.1",1,2,2,38,"217-1",15,253.9833333,1,1,2
"1374",1,2,2,38,"217-1",15,303.15,1,1,1
"1375",1,2,2,38,"217-1",15,349.8,1,1,1
"1376",1,2,2,39,"131-2",20,156.1666667,1,1,1
"1377",1,2,2,39,"131-2",20,206.1833333,1,1,3
"1377.1",1,2,2,39,"131-2",20,206.1833333,1,1,3
"1377.2",1,2,2,39,"131-2",20,206.1833333,1,1,3
"1378",1,2,2,39,"131-2",20,445.8,1,1,1
"1379",1,2,2,39,"131-2",20,542.5,0,1,4
"1379.1",1,2,2,39,"131-2",20,542.5,0,1,4
"1379.2",1,2,2,39,"131-2",20,542.5,0,1,4
"1379.3",1,2,2,39,"131-2",20,542.5,0,1,4
"1380",1,2,2,39,"131-2",20,542.5,0,0,1
"1381",1,2,2,40,"125-1",15,396.1,1,1,1
"1382",1,2,2,40,"125-1",15,445.8,1,1,1
"1383",1,2,2,40,"125-1",15,542.4833333,1,1,2
"1383.1",1,2,2,40,"125-1",15,542.4833333,1,1,2
"1384",1,2,2,40,"125-1",15,542.5,0,1,5
"1384.1",1,2,2,40,"125-1",15,542.5,0,1,5
"1384.2",1,2,2,40,"125-1",15,542.5,0,1,5
"1384.3",1,2,2,40,"125-1",15,542.5,0,1,5
"1384.4",1,2,2,40,"125-1",15,542.5,0,1,5
"1385",1,2,2,40,"125-1",15,542.5,0,0,1
"1386",1,2,2,41,"134-2",10,108.2333333,1,1,6
"1386.1",1,2,2,41,"134-2",10,108.2333333,1,1,6
"1386.2",1,2,2,41,"134-2",10,108.2333333,1,1,6
"1386.3",1,2,2,41,"134-2",10,108.2333333,1,1,6
"1386.4",1,2,2,41,"134-2",10,108.2333333,1,1,6
"1386.5",1,2,2,41,"134-2",10,108.2333333,1,1,6
"1387",1,2,2,41,"134-2",10,156.1666667,1,1,4
"1387.1",1,2,2,41,"134-2",10,156.1666667,1,1,4
"1387.2",1,2,2,41,"134-2",10,156.1666667,1,1,4
"1387.3",1,2,2,41,"134-2",10,156.1666667,1,1,4
"1388",1,2,2,42,"131-2",15,108.2333333,1,1,3
"1388.1",1,2,2,42,"131-2",15,108.2333333,1,1,3
"1388.2",1,2,2,42,"131-2",15,108.2333333,1,1,3
"1389",1,2,2,42,"131-2",15,156.1666667,1,1,2
"1389.1",1,2,2,42,"131-2",15,156.1666667,1,1,2
"1390",1,2,2,42,"131-2",15,206.1833333,1,1,2
"1390.1",1,2,2,42,"131-2",15,206.1833333,1,1,2
"1391",1,2,2,42,"131-2",15,542.5,0,0,3
"1391.1",1,2,2,42,"131-2",15,542.5,0,0,3
"1391.2",1,2,2,42,"131-2",15,542.5,0,0,3
"1392",1,2,2,43,"98-2",10,108.2333333,1,1,6
"1392.1",1,2,2,43,"98-2",10,108.2333333,1,1,6
"1392.2",1,2,2,43,"98-2",10,108.2333333,1,1,6
"1392.3",1,2,2,43,"98-2",10,108.2333333,1,1,6
"1392.4",1,2,2,43,"98-2",10,108.2333333,1,1,6
"1392.5",1,2,2,43,"98-2",10,108.2333333,1,1,6
"1393",1,2,2,43,"98-2",10,156.1666667,1,1,2
"1393.1",1,2,2,43,"98-2",10,156.1666667,1,1,2
"1394",1,2,2,43,"98-2",10,542.5,0,0,2
"1394.1",1,2,2,43,"98-2",10,542.5,0,0,2
"1395",1,2,2,44,"100-1",0,108.2333333,1,1,1
"1396",1,2,2,44,"100-1",0,206.1833333,1,1,5
"1396.1",1,2,2,44,"100-1",0,206.1833333,1,1,5
"1396.2",1,2,2,44,"100-1",0,206.1833333,1,1,5
"1396.3",1,2,2,44,"100-1",0,206.1833333,1,1,5
"1396.4",1,2,2,44,"100-1",0,206.1833333,1,1,5
"1397",1,2,2,44,"100-1",0,253.9833333,1,1,3
"1397.1",1,2,2,44,"100-1",0,253.9833333,1,1,3
"1397.2",1,2,2,44,"100-1",0,253.9833333,1,1,3
"1398",1,2,2,44,"100-1",0,349.8,1,1,1
"1399",1,2,2,46,"Johnny's",0,60.36666667,1,1,1
"1400",1,2,2,46,"Johnny's",0,156.1666667,1,1,1
"1401",1,2,2,46,"Johnny's",0,303.15,1,1,1
"1402",1,2,2,46,"Johnny's",0,349.8,1,1,1
"1403",1,2,2,46,"Johnny's",0,396.1,1,1,1
"1404",1,2,2,46,"Johnny's",0,494.9166667,1,1,1
"1405",1,2,2,46,"Johnny's",0,542.5,0,0,4
"1405.1",1,2,2,46,"Johnny's",0,542.5,0,0,4
"1405.2",1,2,2,46,"Johnny's",0,542.5,0,0,4
"1405.3",1,2,2,46,"Johnny's",0,542.5,0,0,4
"1406",1,2,2,47,"144-2",15,108.2333333,1,1,2
"1406.1",1,2,2,47,"144-2",15,108.2333333,1,1,2
"1407",1,2,2,47,"144-2",15,253.9833333,1,1,1
"1408",1,2,2,47,"144-2",15,542.5,0,0,7
"1408.1",1,2,2,47,"144-2",15,542.5,0,0,7
"1408.2",1,2,2,47,"144-2",15,542.5,0,0,7
"1408.3",1,2,2,47,"144-2",15,542.5,0,0,7
"1408.4",1,2,2,47,"144-2",15,542.5,0,0,7
"1408.5",1,2,2,47,"144-2",15,542.5,0,0,7
"1408.6",1,2,2,47,"144-2",15,542.5,0,0,7
"1409",1,2,2,48,"118-1",15,108.2333333,1,1,1
"1410",1,2,2,48,"118-1",15,156.1666667,1,1,2
"1410.1",1,2,2,48,"118-1",15,156.1666667,1,1,2
"1411",1,2,2,48,"118-1",15,206.1833333,1,1,2
"1411.1",1,2,2,48,"118-1",15,206.1833333,1,1,2
"1412",1,2,2,48,"118-1",15,253.9833333,1,1,1
"1413",1,2,2,48,"118-1",15,303.15,1,1,1
"1414",1,2,2,48,"118-1",15,349.8,1,1,2
"1414.1",1,2,2,48,"118-1",15,349.8,1,1,2
"1415",1,2,2,48,"118-1",15,396.1,1,1,1
"1416",1,2,2,49,"188-2",10,156.1666667,1,1,1
"1417",1,2,2,49,"188-2",10,206.1833333,1,1,6
"1417.1",1,2,2,49,"188-2",10,206.1833333,1,1,6
"1417.2",1,2,2,49,"188-2",10,206.1833333,1,1,6
"1417.3",1,2,2,49,"188-2",10,206.1833333,1,1,6
"1417.4",1,2,2,49,"188-2",10,206.1833333,1,1,6
"1417.5",1,2,2,49,"188-2",10,206.1833333,1,1,6
"1418",1,2,2,49,"188-2",10,253.9833333,1,1,2
"1418.1",1,2,2,49,"188-2",10,253.9833333,1,1,2
"1419",1,2,2,49,"188-2",10,542.5,0,0,1
"1420",1,2,2,50,"138-2",15,108.2333333,1,1,1
"1421",1,2,2,50,"138-2",15,156.1666667,1,1,1
"1422",1,2,2,50,"138-2",15,253.9833333,1,1,1
"1423",1,2,2,50,"138-2",15,542.5,0,0,7
"1423.1",1,2,2,50,"138-2",15,542.5,0,0,7
"1423.2",1,2,2,50,"138-2",15,542.5,0,0,7
"1423.3",1,2,2,50,"138-2",15,542.5,0,0,7
"1423.4",1,2,2,50,"138-2",15,542.5,0,0,7
"1423.5",1,2,2,50,"138-2",15,542.5,0,0,7
"1423.6",1,2,2,50,"138-2",15,542.5,0,0,7
"1424",1,2,2,51,"124-1",15,445.8,1,1,1
"1425",1,2,2,51,"124-1",15,494.9166667,1,1,1
"1426",1,2,2,51,"124-1",15,542.4833333,1,1,1
"1427",1,2,2,51,"124-1",15,542.5,0,1,7
"1427.1",1,2,2,51,"124-1",15,542.5,0,1,7
"1427.2",1,2,2,51,"124-1",15,542.5,0,1,7
"1427.3",1,2,2,51,"124-1",15,542.5,0,1,7
"1427.4",1,2,2,51,"124-1",15,542.5,0,1,7
"1427.5",1,2,2,51,"124-1",15,542.5,0,1,7
"1427.6",1,2,2,51,"124-1",15,542.5,0,1,7
"1428",1,2,2,52,"131-2",10,108.2333333,1,1,5
"1428.1",1,2,2,52,"131-2",10,108.2333333,1,1,5
"1428.2",1,2,2,52,"131-2",10,108.2333333,1,1,5
"1428.3",1,2,2,52,"131-2",10,108.2333333,1,1,5
"1428.4",1,2,2,52,"131-2",10,108.2333333,1,1,5
"1429",1,2,2,52,"131-2",10,542.4833333,1,1,1
"1430",1,2,2,52,"131-2",10,542.5,0,0,4
"1430.1",1,2,2,52,"131-2",10,542.5,0,0,4
"1430.2",1,2,2,52,"131-2",10,542.5,0,0,4
"1430.3",1,2,2,52,"131-2",10,542.5,0,0,4
"1431",1,2,2,53,"151-1",15,108.2333333,1,1,3
"1431.1",1,2,2,53,"151-1",15,108.2333333,1,1,3
"1431.2",1,2,2,53,"151-1",15,108.2333333,1,1,3
"1432",1,2,2,53,"151-1",15,156.1666667,1,1,2
"1432.1",1,2,2,53,"151-1",15,156.1666667,1,1,2
"1433",1,2,2,53,"151-1",15,542.5,0,1,1
"1434",1,2,2,53,"151-1",15,542.5,0,0,4
"1434.1",1,2,2,53,"151-1",15,542.5,0,0,4
"1434.2",1,2,2,53,"151-1",15,542.5,0,0,4
"1434.3",1,2,2,53,"151-1",15,542.5,0,0,4
"1435",1,2,2,54,"148-2",0,108.2333333,1,1,1
"1436",1,2,2,54,"148-2",0,156.1666667,1,1,3
"1436.1",1,2,2,54,"148-2",0,156.1666667,1,1,3
"1436.2",1,2,2,54,"148-2",0,156.1666667,1,1,3
"1437",1,2,2,54,"148-2",0,253.9833333,1,1,1
"1438",1,2,2,54,"148-2",0,542.5,0,0,5
"1438.1",1,2,2,54,"148-2",0,542.5,0,0,5
"1438.2",1,2,2,54,"148-2",0,542.5,0,0,5
"1438.3",1,2,2,54,"148-2",0,542.5,0,0,5
"1438.4",1,2,2,54,"148-2",0,542.5,0,0,5
"1439",1,2,2,55,"168-2",10,108.2333333,1,1,2
"1439.1",1,2,2,55,"168-2",10,108.2333333,1,1,2
"1440",1,2,2,55,"168-2",10,156.1666667,1,1,5
"1440.1",1,2,2,55,"168-2",10,156.1666667,1,1,5
"1440.2",1,2,2,55,"168-2",10,156.1666667,1,1,5
"1440.3",1,2,2,55,"168-2",10,156.1666667,1,1,5
"1440.4",1,2,2,55,"168-2",10,156.1666667,1,1,5
"1441",1,2,2,55,"168-2",10,206.1833333,1,1,1
"1442",1,2,2,55,"168-2",10,253.9833333,1,1,1
"1443",1,2,2,55,"168-2",10,542.5,0,1,1
"1444",1,2,2,56,"148-2",15,108.2333333,1,1,1
"1445",1,2,2,56,"148-2",15,156.1666667,1,1,6
"1445.1",1,2,2,56,"148-2",15,156.1666667,1,1,6
"1445.2",1,2,2,56,"148-2",15,156.1666667,1,1,6
"1445.3",1,2,2,56,"148-2",15,156.1666667,1,1,6
"1445.4",1,2,2,56,"148-2",15,156.1666667,1,1,6
"1445.5",1,2,2,56,"148-2",15,156.1666667,1,1,6
"1446",1,2,2,56,"148-2",15,206.1833333,1,1,1
"1447",1,2,2,56,"148-2",15,253.9833333,1,1,1
"1448",1,2,2,56,"148-2",15,542.5,0,0,1
"1449",1,2,2,57,"100-1",15,156.1666667,1,1,1
"1450",1,2,2,57,"100-1",15,253.9833333,1,1,1
"1451",1,2,2,57,"100-1",15,303.15,1,1,3
"1451.1",1,2,2,57,"100-1",15,303.15,1,1,3
"1451.2",1,2,2,57,"100-1",15,303.15,1,1,3
"1452",1,2,2,57,"100-1",15,349.8,1,1,3
"1452.1",1,2,2,57,"100-1",15,349.8,1,1,3
"1452.2",1,2,2,57,"100-1",15,349.8,1,1,3
"1453",1,2,2,57,"100-1",15,494.9166667,1,1,1
"1454",1,2,2,57,"100-1",15,542.4833333,1,1,1
"1455",1,2,2,58,"179-2",15,156.1666667,1,1,2
"1455.1",1,2,2,58,"179-2",15,156.1666667,1,1,2
"1456",1,2,2,58,"179-2",15,206.1833333,1,1,3
"1456.1",1,2,2,58,"179-2",15,206.1833333,1,1,3
"1456.2",1,2,2,58,"179-2",15,206.1833333,1,1,3
"1457",1,2,2,58,"179-2",15,253.9833333,1,1,3
"1457.1",1,2,2,58,"179-2",15,253.9833333,1,1,3
"1457.2",1,2,2,58,"179-2",15,253.9833333,1,1,3
"1458",1,2,2,58,"179-2",15,303.15,1,1,1
"1459",1,2,2,58,"179-2",15,542.5,0,1,1
"1460",1,2,2,59,"Johnny's",10,206.1833333,1,1,3
"1460.1",1,2,2,59,"Johnny's",10,206.1833333,1,1,3
"1460.2",1,2,2,59,"Johnny's",10,206.1833333,1,1,3
