"","X.1","sampleid","line","X","rep","run","shelf","plate","trt","end","status","viable","number","pedigree","planting.date","landrace.abb","region","pop","population.type","landrace.name","cultivation","main.use","uniqueplate"
"16700",16700,"CanSPablo6","183-1",1872,1,"2",5,163,15,253.8,1,1,3,"14Tav183-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","2_163"
"16702",16702,"CanSPablo6","183-1",1873,1,"2",5,163,15,542.5,0,0,1,"14Tav183-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","2_163"
"16703",16703,"CanSPablo6","183-1",1872.1,1,"2",5,163,15,253.8,1,1,3,"14Tav183-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","2_163"
"16706",16706,"CanSPablo7","184-1",276,1,"1",2,72,20,342.1,1,1,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_72"
"16707",16707,"CanSPablo7","184-1",7918,4,"8",2,54,0,308.2,1,1,3,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_54"
"16708",16708,"CanSPablo7","184-1",7917.2,4,"8",2,54,0,211,1,1,4,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_54"
"16712",16712,"CanSPablo7","184-1",4236.3,2,"3",7,246,10,157.6,1,1,8,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_246"
"16713",16713,"CanSPablo7","184-1",8395,4,"8",6,205,10,163.7,1,1,7,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_205"
"16714",16714,"CanSPablo7","184-1",260.5,1,"1",2,68,15,150.4,1,1,7,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_68"
"16715",16715,"CanSPablo7","184-1",7993.2,4,"8",3,74,20,308.2,1,1,3,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_74"
"16716",16716,"CanSPablo7","184-1",7992,4,"8",3,74,20,258,1,1,1,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_74"
"16717",16717,"CanSPablo7","184-1",7995,4,"8",3,74,20,500,0,1,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_74"
"16718",16718,"CanSPablo7","184-1",7995.1,4,"8",3,74,20,500,0,1,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_74"
"16720",16720,"CanSPablo7","184-1",4456,2,"3",9,319,15,496,0,0,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_319"
"16721",16721,"CanSPablo7","184-1",7920,4,"8",2,54,0,500,0,0,1,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_54"
"16724",16724,"CanSPablo7","184-1",1159,1,"1",9,301,0,542.5,0,1,1,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_301"
"16726",16726,"CanSPablo7","184-1",2833,2,"3",3,89,20,157.9,1,1,6,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_89"
"16727",16727,"CanSPablo7","184-1",260.1,1,"1",2,68,15,150.4,1,1,7,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_68"
"16728",16728,"CanSPablo7","184-1",7993,4,"8",3,74,20,308.2,1,1,3,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_74"
"16729",16729,"CanSPablo7","184-1",2833.1,2,"3",3,89,20,157.9,1,1,6,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_89"
"16730",16730,"CanSPablo7","184-1",277,1,"1",2,72,20,542.5,0,0,1,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_72"
"16731",16731,"CanSPablo7","184-1",4237.1,2,"3",7,246,10,496,0,0,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_246"
"16732",16732,"CanSPablo7","184-1",276.1,1,"1",2,72,20,342.1,1,1,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_72"
"16733",16733,"CanSPablo7","184-1",7916,4,"8",2,54,0,163.5,1,1,1,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_54"
"16734",16734,"CanSPablo7","184-1",274.1,1,"1",2,72,20,198.2,1,1,4,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_72"
"16735",16735,"CanSPablo7","184-1",7918.2,4,"8",2,54,0,308.2,1,1,3,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_54"
"16737",16737,"CanSPablo7","184-1",4455.2,2,"3",9,319,15,156.7,1,1,8,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_319"
"16738",16738,"CanSPablo7","184-1",2834,2,"3",3,89,20,496,0,0,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_89"
"16739",16739,"CanSPablo7","184-1",4236.4,2,"3",7,246,10,157.6,1,1,8,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_246"
"16741",16741,"CanSPablo7","184-1",8394,4,"8",6,205,10,114.2,1,1,1,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_205"
"16742",16742,"CanSPablo7","184-1",7991,4,"8",3,74,20,211,1,1,1,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_74"
"16743",16743,"CanSPablo7","184-1",260.2,1,"1",2,68,15,150.4,1,1,7,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_68"
"16744",16744,"CanSPablo7","184-1",260.6,1,"1",2,68,15,150.4,1,1,7,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_68"
"16745",16745,"CanSPablo7","184-1",2832.1,2,"3",3,89,20,206.8,1,1,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_89"
"16746",16746,"CanSPablo7","184-1",750.2,1,"1",6,191,10,102.1,1,1,4,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_191"
"16747",16747,"CanSPablo7","184-1",752,1,"1",6,191,10,542.5,0,0,1,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_191"
"16748",16748,"CanSPablo7","184-1",7918.1,4,"8",2,54,0,308.2,1,1,3,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_54"
"16750",16750,"CanSPablo7","184-1",4455,2,"3",9,319,15,156.7,1,1,8,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_319"
"16751",16751,"CanSPablo7","184-1",1158,1,"1",9,301,0,246.3,1,1,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_301"
"16752",16752,"CanSPablo7","184-1",1158.1,1,"1",9,301,0,246.3,1,1,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_301"
"16753",16753,"CanSPablo7","184-1",7739.2,4,"8",1,2,15,211,1,1,4,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_2"
"16754",16754,"CanSPablo7","184-1",7996,4,"8",3,74,20,500,0,0,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_74"
"16755",16755,"CanSPablo7","184-1",4236.5,2,"3",7,246,10,157.6,1,1,8,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_246"
"16756",16756,"CanSPablo7","184-1",2832,2,"3",3,89,20,206.8,1,1,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_89"
"16757",16757,"CanSPablo7","184-1",7742,4,"8",1,2,15,500,0,0,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_2"
"16758",16758,"CanSPablo7","184-1",275.1,1,"1",2,72,20,246,1,1,3,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_72"
"16759",16759,"CanSPablo7","184-1",4237,2,"3",7,246,10,496,0,0,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_246"
"16760",16760,"CanSPablo7","184-1",4236.6,2,"3",7,246,10,157.6,1,1,8,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_246"
"16761",16761,"CanSPablo7","184-1",275.2,1,"1",2,72,20,246,1,1,3,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_72"
"16762",16762,"CanSPablo7","184-1",4236.7,2,"3",7,246,10,157.6,1,1,8,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_246"
"16765",16765,"CanSPablo7","184-1",6443.2,3,"6",5,152,10,120,1,1,5,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","6_152"
"16766",16766,"CanSPablo7","184-1",6443,3,"6",5,152,10,120,1,1,5,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","6_152"
"16767",16767,"CanSPablo7","184-1",274.2,1,"1",2,72,20,198.2,1,1,4,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_72"
"16768",16768,"CanSPablo7","184-1",7741,4,"8",1,2,15,308.2,1,1,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_2"
"16769",16769,"CanSPablo7","184-1",274.3,1,"1",2,72,20,198.2,1,1,4,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_72"
"16770",16770,"CanSPablo7","184-1",8396,4,"8",6,205,10,258,1,1,1,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_205"
"16771",16771,"CanSPablo7","184-1",7742.1,4,"8",1,2,15,500,0,0,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_2"
"16772",16772,"CanSPablo7","184-1",7740,4,"8",1,2,15,257,1,1,1,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_2"
"16774",16774,"CanSPablo7","184-1",6444.2,3,"6",5,152,10,168,1,1,3,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","6_152"
"16775",16775,"CanSPablo7","184-1",750.3,1,"1",6,191,10,102.1,1,1,4,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_191"
"16776",16776,"CanSPablo7","184-1",8395.5,4,"8",6,205,10,163.7,1,1,7,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_205"
"16778",16778,"CanSPablo7","184-1",6443.1,3,"6",5,152,10,120,1,1,5,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","6_152"
"16782",16782,"CanSPablo7","184-1",7741.1,4,"8",1,2,15,308.2,1,1,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_2"
"16784",16784,"CanSPablo7","184-1",751,1,"1",6,191,10,150.6,1,1,5,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_191"
"16785",16785,"CanSPablo7","184-1",7917.3,4,"8",2,54,0,211,1,1,4,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_54"
"16788",16788,"CanSPablo7","184-1",8395.4,4,"8",6,205,10,163.7,1,1,7,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_205"
"16789",16789,"CanSPablo7","184-1",750,1,"1",6,191,10,102.1,1,1,4,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_191"
"16790",16790,"CanSPablo7","184-1",1156,1,"1",9,301,0,150.7,1,1,3,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_301"
"16792",16792,"CanSPablo7","184-1",7919,4,"8",2,54,0,404,1,1,1,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_54"
"16793",16793,"CanSPablo7","184-1",7739,4,"8",1,2,15,211,1,1,4,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_2"
"16794",16794,"CanSPablo7","184-1",751.4,1,"1",6,191,10,150.6,1,1,5,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_191"
"16795",16795,"CanSPablo7","184-1",4455.6,2,"3",9,319,15,156.7,1,1,8,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_319"
"16798",16798,"CanSPablo7","184-1",1156.1,1,"1",9,301,0,150.7,1,1,3,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_301"
"16801",16801,"CanSPablo7","184-1",1160,1,"1",9,301,0,542.5,0,0,1,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_301"
"16803",16803,"CanSPablo7","184-1",751.3,1,"1",6,191,10,150.6,1,1,5,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_191"
"16805",16805,"CanSPablo7","184-1",6444,3,"6",5,152,10,168,1,1,3,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","6_152"
"16807",16807,"CanSPablo7","184-1",7917.1,4,"8",2,54,0,211,1,1,4,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_54"
"16808",16808,"CanSPablo7","184-1",8395.1,4,"8",6,205,10,163.7,1,1,7,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_205"
"16809",16809,"CanSPablo7","184-1",275,1,"1",2,72,20,246,1,1,3,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_72"
"16810",16810,"CanSPablo7","184-1",7994,4,"8",3,74,20,404,1,1,1,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_74"
"16811",16811,"CanSPablo7","184-1",261,1,"1",2,68,15,198.2,1,1,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_68"
"16812",16812,"CanSPablo7","184-1",261.1,1,"1",2,68,15,198.2,1,1,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_68"
"16813",16813,"CanSPablo7","184-1",5072.1,3,"6",5,152,10,528,0,0,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","6_152"
"16814",16814,"CanSPablo7","184-1",7917,4,"8",2,54,0,211,1,1,4,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_54"
"16815",16815,"CanSPablo7","184-1",8395.6,4,"8",6,205,10,163.7,1,1,7,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_205"
"16816",16816,"CanSPablo7","184-1",751.2,1,"1",6,191,10,150.6,1,1,5,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_191"
"16817",16817,"CanSPablo7","184-1",6443.4,3,"6",5,152,10,120,1,1,5,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","6_152"
"16818",16818,"CanSPablo7","184-1",4236,2,"3",7,246,10,157.6,1,1,8,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_246"
"16819",16819,"CanSPablo7","184-1",7993.1,4,"8",3,74,20,308.2,1,1,3,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_74"
"16820",16820,"CanSPablo7","184-1",7739.3,4,"8",1,2,15,211,1,1,4,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_2"
"16821",16821,"CanSPablo7","184-1",7996.1,4,"8",3,74,20,500,0,0,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_74"
"16822",16822,"CanSPablo7","184-1",262,1,"1",2,68,15,542.5,0,0,1,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_68"
"16823",16823,"CanSPablo7","184-1",260.4,1,"1",2,68,15,150.4,1,1,7,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_68"
"16824",16824,"CanSPablo7","184-1",5072,3,"6",5,152,10,528,0,0,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","6_152"
"16826",16826,"CanSPablo7","184-1",4236.1,2,"3",7,246,10,157.6,1,1,8,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_246"
"16829",16829,"CanSPablo7","184-1",8395.3,4,"8",6,205,10,163.7,1,1,7,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_205"
"16830",16830,"CanSPablo7","184-1",7739.1,4,"8",1,2,15,211,1,1,4,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_2"
"16832",16832,"CanSPablo7","184-1",8395.2,4,"8",6,205,10,163.7,1,1,7,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_205"
"16833",16833,"CanSPablo7","184-1",4236.2,2,"3",7,246,10,157.6,1,1,8,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_246"
"16834",16834,"CanSPablo7","184-1",4456.1,2,"3",9,319,15,496,0,0,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_319"
"16835",16835,"CanSPablo7","184-1",2833.2,2,"3",3,89,20,157.9,1,1,6,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_89"
"16836",16836,"CanSPablo7","184-1",1157.2,1,"1",9,301,0,198.6,1,1,3,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_301"
"16837",16837,"CanSPablo7","184-1",2833.4,2,"3",3,89,20,157.9,1,1,6,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_89"
"16839",16839,"CanSPablo7","184-1",1157,1,"1",9,301,0,198.6,1,1,3,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_301"
"16840",16840,"CanSPablo7","184-1",4455.5,2,"3",9,319,15,156.7,1,1,8,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_319"
"16841",16841,"CanSPablo7","184-1",1156.2,1,"1",9,301,0,150.7,1,1,3,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_301"
"16842",16842,"CanSPablo7","184-1",4455.4,2,"3",9,319,15,156.7,1,1,8,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_319"
"16843",16843,"CanSPablo7","184-1",4455.3,2,"3",9,319,15,156.7,1,1,8,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_319"
"16844",16844,"CanSPablo7","184-1",2833.5,2,"3",3,89,20,157.9,1,1,6,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_89"
"16846",16846,"CanSPablo7","184-1",8397,4,"8",6,205,10,500,0,0,1,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_205"
"16847",16847,"CanSPablo7","184-1",1157.1,1,"1",9,301,0,198.6,1,1,3,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_301"
"16850",16850,"CanSPablo7","184-1",4455.1,2,"3",9,319,15,156.7,1,1,8,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_319"
"16851",16851,"CanSPablo7","184-1",6444.1,3,"6",5,152,10,168,1,1,3,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","6_152"
"16852",16852,"CanSPablo7","184-1",750.1,1,"1",6,191,10,102.1,1,1,4,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_191"
"16853",16853,"CanSPablo7","184-1",274,1,"1",2,72,20,198.2,1,1,4,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_72"
"16854",16854,"CanSPablo7","184-1",6443.3,3,"6",5,152,10,120,1,1,5,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","6_152"
"16855",16855,"CanSPablo7","184-1",2834.1,2,"3",3,89,20,496,0,0,2,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_89"
"16856",16856,"CanSPablo7","184-1",260.3,1,"1",2,68,15,150.4,1,1,7,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_68"
"16857",16857,"CanSPablo7","184-1",260,1,"1",2,68,15,150.4,1,1,7,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_68"
"16859",16859,"CanSPablo7","184-1",751.1,1,"1",6,191,10,150.6,1,1,5,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_191"
"16860",16860,"CanSPablo7","184-1",7738,4,"8",1,2,15,114.2,1,1,1,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_2"
"16861",16861,"CanSPablo7","184-1",4455.7,2,"3",9,319,15,156.7,1,1,8,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_319"
"16863",16863,"CanSPablo7","184-1",2833.3,2,"3",3,89,20,157.9,1,1,6,"14Tav184-1","11/10/14","Tav","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","3_89"
"16864",16864,"CanStaCruz11","170-1",1171.1,1,"1",9,306,0,102.3,1,1,4,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_306"
"16869",16869,"CanStaCruz11","170-1",1168.1,1,"1",9,305,15,150.7,1,1,5,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_305"
"16871",16871,"CanStaCruz11","170-1",6466.2,3,"6",5,159,15,120,1,1,7,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_159"
"16872",16872,"CanStaCruz11","170-1",1171,1,"1",9,306,0,102.3,1,1,4,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_306"
"16874",16874,"CanStaCruz11","170-1",6487.1,3,"6",5,167,20,168,1,1,7,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_167"
"16879",16879,"CanStaCruz11","170-1",73,1,"1",1,20,20,198.1,1,1,3,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_20"
"16880",16880,"CanStaCruz11","170-1",6487.5,3,"6",5,167,20,168,1,1,7,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_167"
"16882",16882,"CanStaCruz11","170-1",74.3,1,"1",1,20,20,246,1,1,4,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_20"
"16883",16883,"CanStaCruz11","170-1",1173,1,"1",9,306,0,342.5,1,1,1,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_306"
"16884",16884,"CanStaCruz11","170-1",1172.1,1,"1",9,306,0,150.7,1,1,4,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_306"
"16885",16885,"CanStaCruz11","170-1",1174,1,"1",9,306,0,542.5,0,0,1,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_306"
"16888",16888,"CanStaCruz11","170-1",6487,3,"6",5,167,20,168,1,1,7,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_167"
"16894",16894,"CanStaCruz11","170-1",6466.1,3,"6",5,159,15,120,1,1,7,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_159"
"16897",16897,"CanStaCruz11","170-1",6466.4,3,"6",5,159,15,120,1,1,7,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_159"
"16898",16898,"CanStaCruz11","170-1",1171.3,1,"1",9,306,0,102.3,1,1,4,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_306"
"16899",16899,"CanStaCruz11","170-1",1169.1,1,"1",9,305,15,198.6,1,1,2,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_305"
"16909",16909,"CanStaCruz11","170-1",6488.1,3,"6",5,167,20,215.7,1,1,2,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_167"
"16915",16915,"CanStaCruz11","170-1",6487.3,3,"6",5,167,20,168,1,1,7,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_167"
