"","X","sampleid","line","rep","run","shelf","plate","trt","read.time","start","end","start.count","end.count","germinated","notes","pedigree","planting.date","landrace.abb","loc_id","region","pop","population.type","landrace.name","cultivation","main.use"
"122",1054,"CanLobera1","140-1",1,1,1,14,0,"1/22/16 8:24",54,101.9,0,1,1,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"123",1003,"CanLobera1","140-1",1,1,1,14,0,"1/24/16 8:50",101.9,150.33,1,2,1,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"124",984,"CanLobera1","140-1",1,1,1,14,0,"1/26/16 8:37",150.33,198.12,2,3,1,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"125",1047,"CanLobera1","140-1",1,1,1,14,0,"1/28/16 8:28",198.12,245.97,3,3,0,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"126",990,"CanLobera1","140-1",1,1,1,14,0,"1/30/16 9:25",245.97,294.92,3,3,0,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"127",1037,"CanLobera1","140-1",1,1,1,14,0,"2/1/16 8:32",294.92,342.03,3,3,0,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"128",1051,"CanLobera1","140-1",1,1,1,14,0,"2/3/16 8:23",342.03,389.88,3,3,0,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"129",1033,"CanLobera1","140-1",1,1,1,14,0,"2/5/16 8:08",389.88,437.63,3,3,0,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"130",1042,"CanLobera1","140-1",1,1,1,14,0,"",437.63,Inf,3,10,7,"","14CAg140-1","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"131",269,"CanAnil7","81-2",1,1,1,15,20,"1/20/16 8:30",0,54,0,0,0,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"132",260,"CanAnil7","81-2",1,1,1,15,20,"1/22/16 8:24",54,101.9,0,0,0,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"133",233,"CanAnil7","81-2",1,1,1,15,20,"1/24/16 8:50",101.9,150.33,0,1,1,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"134",240,"CanAnil7","81-2",1,1,1,15,20,"1/26/16 8:37",150.33,198.12,1,8,7,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"135",232,"CanAnil7","81-2",1,1,1,15,20,"1/28/16 8:28",198.12,245.97,8,9,1,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"136",267,"CanAnil7","81-2",1,1,1,15,20,"1/30/16 9:25",245.97,294.92,9,9,0,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"137",254,"CanAnil7","81-2",1,1,1,15,20,"2/1/16 8:32",294.92,342.03,9,9,0,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"138",264,"CanAnil7","81-2",1,1,1,15,20,"2/3/16 8:23",342.03,389.88,9,9,0,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"139",251,"CanAnil7","81-2",1,1,1,15,20,"2/5/16 8:08",389.88,437.63,9,9,0,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"140",239,"CanAnil7","81-2",1,1,1,15,20,"",437.63,Inf,9,10,1,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"141",1473,"CanParaje5","149-1",1,1,1,16,20,"1/20/16 8:30",0,54,0,0,0,"","14CAg149-1","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"142",1451,"CanParaje5","149-1",1,1,1,16,20,"1/22/16 8:24",54,101.9,0,0,0,"","14CAg149-1","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"143",1444,"CanParaje5","149-1",1,1,1,16,20,"1/24/16 8:50",101.9,150.33,0,2,2,"","14CAg149-1","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"144",1423,"CanParaje5","149-1",1,1,1,16,20,"1/26/16 8:37",150.33,198.12,2,6,4,"","14CAg149-1","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"145",1437,"CanParaje5","149-1",1,1,1,16,20,"1/28/16 8:28",198.12,245.97,6,8,2,"","14CAg149-1","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"146",1450,"CanParaje5","149-1",1,1,1,16,20,"1/30/16 9:25",245.97,294.92,8,8,0,"","14CAg149-1","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"147",1443,"CanParaje5","149-1",1,1,1,16,20,"2/1/16 8:32",294.92,342.03,8,8,0,"","14CAg149-1","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"148",1453,"CanParaje5","149-1",1,1,1,16,20,"2/3/16 8:23",342.03,389.88,8,8,0,"","14CAg149-1","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"149",1472,"CanParaje5","149-1",1,1,1,16,20,"2/5/16 8:08",389.88,437.63,8,8,0,"","14CAg149-1","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"150",1465,"CanParaje5","149-1",1,1,1,16,20,"",437.63,Inf,8,10,2,"","14CAg149-1","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"151",1842,"CanSaa2","125-2",1,1,1,17,0,"1/20/16 8:30",0,54,0,0,0,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"152",1846,"CanSaa2","125-2",1,1,1,17,0,"1/22/16 8:24",54,101.9,0,0,0,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"153",1849,"CanSaa2","125-2",1,1,1,17,0,"1/24/16 8:50",101.9,150.33,0,0,0,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"154",1817,"CanSaa2","125-2",1,1,1,17,0,"1/26/16 8:37",150.33,198.12,0,1,1,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"155",1840,"CanSaa2","125-2",1,1,1,17,0,"1/28/16 8:28",198.12,245.97,1,2,1,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"156",1837,"CanSaa2","125-2",1,1,1,17,0,"1/30/16 9:25",245.97,294.92,2,4,2,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"157",1845,"CanSaa2","125-2",1,1,1,17,0,"2/1/16 8:32",294.92,342.03,4,5,1,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"158",1850,"CanSaa2","125-2",1,1,1,17,0,"2/3/16 8:23",342.03,389.88,5,5,0,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"159",1844,"CanSaa2","125-2",1,1,1,17,0,"2/5/16 8:08",389.88,437.63,5,5,0,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"160",1826,"CanSaa2","125-2",1,1,1,17,0,"",437.63,Inf,5,10,5,"","14Slt125-2","11/10/14","Slt",36,"E Coast","Slt_23","landrace","Solterito","Backyard","Dry"
"161",1719,"CanRose6B","164-2",1,1,1,18,10,"1/20/16 8:30",0,54,0,0,0,"","14CRo164-2","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"162",1710,"CanRose6B","164-2",1,1,1,18,10,"1/22/16 8:24",54,101.9,0,0,0,"","14CRo164-2","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"163",1703,"CanRose6B","164-2",1,1,1,18,10,"1/24/16 8:50",101.9,150.33,0,0,0,"","14CRo164-2","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"164",1713,"CanRose6B","164-2",1,1,1,18,10,"1/26/16 8:37",150.33,198.12,0,2,2,"","14CRo164-2","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"165",1730,"CanRose6B","164-2",1,1,1,18,10,"1/28/16 8:28",198.12,245.97,2,2,6,"","14CRo164-2","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"166",1717,"CanRose6B","164-2",1,1,1,18,10,"1/30/16 9:25",245.97,294.92,2,2,0,"","14CRo164-2","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"167",1718,"CanRose6B","164-2",1,1,1,18,10,"2/1/16 8:32",294.92,342.03,2,3,1,"","14CRo164-2","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"168",1722,"CanRose6B","164-2",1,1,1,18,10,"2/3/16 8:23",342.03,389.88,3,4,1,"","14CRo164-2","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"169",1712,"CanRose6B","164-2",1,1,1,18,10,"2/5/16 8:08",389.88,437.63,4,4,0,"","14CRo164-2","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"170",1729,"CanRose6B","164-2",1,1,1,18,10,"",437.63,Inf,4,10,6,"","14CRo164-2","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"171",2196,"CanStaCruz11","170-1",1,1,1,20,20,"1/20/16 8:30",0,54,0,0,0,"","14CAg170-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"172",2195,"CanStaCruz11","170-1",1,1,1,20,20,"1/22/16 8:24",54,101.9,0,0,0,"","14CAg170-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"173",2181,"CanStaCruz11","170-1",1,1,1,20,20,"1/24/16 8:50",101.9,150.33,0,0,0,"","14CAg170-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"174",2176,"CanStaCruz11","170-1",1,1,1,20,20,"1/26/16 8:37",150.33,198.12,0,3,3,"","14CAg170-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"175",2180,"CanStaCruz11","170-1",1,1,1,20,20,"1/28/16 8:28",198.12,245.97,3,7,4,"","14CAg170-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"176",2179,"CanStaCruz11","170-1",1,1,1,20,20,"1/30/16 9:25",245.97,294.92,7,8,1,"","14CAg170-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"177",2167,"CanStaCruz11","170-1",1,1,1,20,20,"2/1/16 8:32",294.92,342.03,8,8,0,"","14CAg170-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"178",2170,"CanStaCruz11","170-1",1,1,1,20,20,"2/3/16 8:23",342.03,389.88,8,8,0,"","14CAg170-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"179",2164,"CanStaCruz11","170-1",1,1,1,20,20,"2/5/16 8:08",389.88,437.63,8,8,0,"","14CAg170-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"180",2166,"CanStaCruz11","170-1",1,1,1,20,20,"",437.63,Inf,8,10,2,"","14CAg170-1","11/10/14","CAg",41,"Central Valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh"
"181",1541,"CanParaje7","151-2",1,1,1,21,10,"1/20/16 8:30",0,54,0,0,0,"","14CAg151-2","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"182",1571,"CanParaje7","151-2",1,1,1,21,10,"1/22/16 8:24",54,101.9,0,3,3,"","14CAg151-2","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"183",1573,"CanParaje7","151-2",1,1,1,21,10,"1/24/16 8:50",101.9,150.33,3,4,1,"","14CAg151-2","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"184",1555,"CanParaje7","151-2",1,1,1,21,10,"1/26/16 8:37",150.33,198.12,4,4,0,"","14CAg151-2","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"185",1542,"CanParaje7","151-2",1,1,1,21,10,"1/28/16 8:28",198.12,245.97,4,4,0,"","14CAg151-2","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"186",1580,"CanParaje7","151-2",1,1,1,21,10,"1/30/16 9:25",245.97,294.92,4,5,1,"","14CAg151-2","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"187",1560,"CanParaje7","151-2",1,1,1,21,10,"2/1/16 8:32",294.92,342.03,5,5,0,"","14CAg151-2","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"188",1543,"CanParaje7","151-2",1,1,1,21,10,"2/3/16 8:23",342.03,389.88,5,5,0,"","14CAg151-2","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"189",1574,"CanParaje7","151-2",1,1,1,21,10,"2/5/16 8:08",389.88,437.63,5,5,0,"","14CAg151-2","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"190",1570,"CanParaje7","151-2",1,1,1,21,10,"",437.63,Inf,5,10,5,"","14CAg151-2","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"191",150,"CanAnil1","75-1",1,1,1,22,0,"1/20/16 8:30",0,54,0,0,0,"","14CRo75-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"192",138,"CanAnil1","75-1",1,1,1,22,0,"1/22/16 8:24",54,101.9,0,0,0,"","14CRo75-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"193",123,"CanAnil1","75-1",1,1,1,22,0,"1/24/16 8:50",101.9,150.33,0,1,1,"","14CRo75-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"194",117,"CanAnil1","75-1",1,1,1,22,0,"1/26/16 8:37",150.33,198.12,1,5,4,"","14CRo75-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"195",142,"CanAnil1","75-1",1,1,1,22,0,"1/28/16 8:28",198.12,245.97,5,8,3,"","14CRo75-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"196",139,"CanAnil1","75-1",1,1,1,22,0,"1/30/16 9:25",245.97,294.92,8,8,0,"","14CRo75-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"197",112,"CanAnil1","75-1",1,1,1,22,0,"2/1/16 8:32",294.92,342.03,8,8,0,"","14CRo75-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"198",124,"CanAnil1","75-1",1,1,1,22,0,"2/3/16 8:23",342.03,389.88,8,9,1,"","14CRo75-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"199",127,"CanAnil1","75-1",1,1,1,22,0,"2/5/16 8:08",389.88,437.63,9,9,0,"","14CRo75-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"200",134,"CanAnil1","75-1",1,1,1,22,0,"",437.63,Inf,9,10,1,"","14CRo75-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"201",835,"CanLabor4","137-2",1,1,1,23,0,"1/20/16 8:30",0,54,0,0,0,"","14CAg137-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"202",849,"CanLabor4","137-2",1,1,1,23,0,"1/22/16 8:24",54,101.9,0,5,5,"","14CAg137-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"203",855,"CanLabor4","137-2",1,1,1,23,0,"1/24/16 8:50",101.9,150.33,5,7,2,"","14CAg137-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"204",853,"CanLabor4","137-2",1,1,1,23,0,"1/26/16 8:37",150.33,198.12,7,10,3,"","14CAg137-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"205",837,"CanLabor4","137-2",1,1,1,23,0,"1/28/16 8:28",198.12,245.97,10,10,0,"","14CAg137-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"206",831,"CanLabor4","137-2",1,1,1,23,0,"1/30/16 9:25",245.97,294.92,10,10,0,"","14CAg137-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"207",832,"CanLabor4","137-2",1,1,1,23,0,"2/1/16 8:32",294.92,342.03,10,10,0,"","14CAg137-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"208",848,"CanLabor4","137-2",1,1,1,23,0,"2/3/16 8:23",342.03,389.88,10,10,0,"","14CAg137-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"209",826,"CanLabor4","137-2",1,1,1,23,0,"2/5/16 8:08",389.88,437.63,10,10,0,"","14CAg137-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"210",828,"CanLabor4","137-2",1,1,1,23,0,"",437.63,Inf,10,10,0,"","14CAg137-2","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"211",188,"CanAnil3","77-1",1,1,1,24,15,"1/20/16 8:30",0,54,0,0,0,"","14CRo77-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"212",185,"CanAnil3","77-1",1,1,1,24,15,"1/22/16 8:24",54,101.9,0,3,3,"","14CRo77-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"213",159,"CanAnil3","77-1",1,1,1,24,15,"1/24/16 8:50",101.9,150.33,3,8,5,"","14CRo77-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"214",167,"CanAnil3","77-1",1,1,1,24,15,"1/26/16 8:37",150.33,198.12,8,10,2,"","14CRo77-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"215",182,"CanAnil3","77-1",1,1,1,24,15,"1/28/16 8:28",198.12,245.97,10,10,0,"","14CRo77-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"216",184,"CanAnil3","77-1",1,1,1,24,15,"1/30/16 9:25",245.97,294.92,10,10,0,"","14CRo77-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"217",187,"CanAnil3","77-1",1,1,1,24,15,"2/1/16 8:32",294.92,342.03,10,10,0,"","14CRo77-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"218",151,"CanAnil3","77-1",1,1,1,24,15,"2/3/16 8:23",342.03,389.88,10,10,0,"","14CRo77-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"219",166,"CanAnil3","77-1",1,1,1,24,15,"2/5/16 8:08",389.88,437.63,10,10,0,"","14CRo77-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"220",176,"CanAnil3","77-1",1,1,1,24,15,"",437.63,Inf,10,10,0,"","14CRo77-1","11/10/14","CRo",4,"W Coast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"221",2649,"CfrLaguna1","100-2",1,1,1,25,10,"1/20/16 8:30",0,54,0,0,0,"","14FBo100-2","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"222",2652,"CfrLaguna1","100-2",1,1,1,25,10,"1/22/16 8:24",54,101.9,0,0,0,"","14FBo100-2","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"223",2637,"CfrLaguna1","100-2",1,1,1,25,10,"1/24/16 8:50",101.9,150.33,0,0,0,"","14FBo100-2","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"224",2635,"CfrLaguna1","100-2",1,1,1,25,10,"1/26/16 8:37",150.33,198.12,0,0,0,"","14FBo100-2","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"225",2655,"CfrLaguna1","100-2",1,1,1,25,10,"1/28/16 8:28",198.12,245.97,0,2,2,"","14FBo100-2","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"226",2646,"CfrLaguna1","100-2",1,1,1,25,10,"1/30/16 9:25",245.97,294.92,2,2,0,"","14FBo100-2","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"227",2658,"CfrLaguna1","100-2",1,1,1,25,10,"2/1/16 8:32",294.92,342.03,2,3,1,"","14FBo100-2","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"228",2662,"CfrLaguna1","100-2",1,1,1,25,10,"2/3/16 8:23",342.03,389.88,3,6,3,"","14FBo100-2","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"229",2710,"CfrLaguna1","100-2",1,1,1,25,10,"2/5/16 8:08",389.88,437.63,6,9,3,"","14FBo100-2","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"230",2636,"CfrLaguna1","100-2",1,1,1,25,10,"",437.63,Inf,9,10,1,"","14FBo100-2","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"231",1739,"CanRose7B","165-1",1,1,1,26,15,"1/20/16 8:30",0,54,0,0,0,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"232",1737,"CanRose7B","165-1",1,1,1,26,15,"1/22/16 8:24",54,101.9,0,1,1,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"233",1741,"CanRose7B","165-1",1,1,1,26,15,"1/24/16 8:50",101.9,150.33,1,3,2,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"234",1750,"CanRose7B","165-1",1,1,1,26,15,"1/26/16 8:37",150.33,198.12,3,4,1,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"235",1743,"CanRose7B","165-1",1,1,1,26,15,"1/28/16 8:28",198.12,245.97,4,4,0,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"236",1738,"CanRose7B","165-1",1,1,1,26,15,"1/30/16 9:25",245.97,294.92,4,4,0,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"237",1744,"CanRose7B","165-1",1,1,1,26,15,"2/1/16 8:32",294.92,342.03,4,6,2,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"238",1765,"CanRose7B","165-1",1,1,1,26,15,"2/3/16 8:23",342.03,389.88,6,6,0,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"239",1762,"CanRose7B","165-1",1,1,1,26,15,"2/5/16 8:08",389.88,437.63,6,6,0,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"240",1735,"CanRose7B","165-1",1,1,1,26,15,"",437.63,Inf,6,10,4,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"241",2538,"CfrHuax6","92-1",1,1,1,27,10,"1/20/16 8:30",0,54,0,0,0,"","14FPi92-1","11/10/14","Fpi",11,"W Coast","FPi_6","landrace","Piquin","Backyard","Fresh"
"242",2521,"CfrHuax6","92-1",1,1,1,27,10,"1/22/16 8:24",54,101.9,0,1,8,"","14FPi92-1","11/10/14","Fpi",11,"W Coast","FPi_6","landrace","Piquin","Backyard","Fresh"
"243",2525,"CfrHuax6","92-1",1,1,1,27,10,"1/24/16 8:50",101.9,150.33,1,1,0,"","14FPi92-1","11/10/14","Fpi",11,"W Coast","FPi_6","landrace","Piquin","Backyard","Fresh"
"244",2530,"CfrHuax6","92-1",1,1,1,27,10,"1/26/16 8:37",150.33,198.12,1,2,1,"","14FPi92-1","11/10/14","Fpi",11,"W Coast","FPi_6","landrace","Piquin","Backyard","Fresh"
"245",2523,"CfrHuax6","92-1",1,1,1,27,10,"1/28/16 8:28",198.12,245.97,2,2,0,"","14FPi92-1","11/10/14","Fpi",11,"W Coast","FPi_6","landrace","Piquin","Backyard","Fresh"
"246",2535,"CfrHuax6","92-1",1,1,1,27,10,"1/30/16 9:25",245.97,294.92,2,7,5,"","14FPi92-1","11/10/14","Fpi",11,"W Coast","FPi_6","landrace","Piquin","Backyard","Fresh"
"247",2529,"CfrHuax6","92-1",1,1,1,27,10,"2/1/16 8:32",294.92,342.03,7,7,0,"","14FPi92-1","11/10/14","Fpi",11,"W Coast","FPi_6","landrace","Piquin","Backyard","Fresh"
"248",2531,"CfrHuax6","92-1",1,1,1,27,10,"2/3/16 8:23",342.03,389.88,7,9,2,"","14FPi92-1","11/10/14","Fpi",11,"W Coast","FPi_6","landrace","Piquin","Backyard","Fresh"
